UniqueCount	AmbigCount
57	322
0	322
1291	0
9	0
4278	0
1528	0
3786	0
1261	0
557	0
205	0
977	27
1655	28
887	1
1969	0
810	0
4746	0
277	0
3006	0
3375	0
2942	0
481	0
148	0
460	0
275	0
994	0
2146	425
0	425
611	0
686	0
1478	0
375	0
645	0
521	0
210	0
474	0
687	0
280	0
1729	0
2443	0
325	0
193	4
156	4
1863	0
895	0
150	0
1432	0
809	54
199	54
132	0
401	0
678	0
282	0
110	0
43	0
957	0
1713	0
834	0
2096	0
249	0
205	0
840	0
433	0
46	13
154	13
53	0
134	1988
0	1988
507	0
0	0
1	0
127	176
30	0
608	176
1668	187
429	206
2134	19
4287	0
154	0
113	0
1242	0
663	0
3201	0
