UniqueCount	AmbigCount
1	38
0	8
0	4665
0	0
0	11
0	9
0	0
0	12
0	12
0	0
0	0
0	0
0	0
7	284
0	67
0	72
0	106
0	43
0	159
16	54
18	1402
4	301
0	218
653	283
0	168
1	1099
2	188
1	88
13	364
0	0
0	0
0	9
16	5999
0	697
2	817
0	738
0	686
0	479
56	263
1	0
0	418
0	0
0	0
0	0
0	4
0	109
0	6
0	52
1	263
18	249
0	70
52	166
0	1512
0	1106
0	1182
0	985
0	1037
0	814
6	329
0	971
0	879
13	273
0	308
0	155
7	115
3	211
0	239
2	183
0	0
0	0
0	49
0	7
2	1979
1	18
0	3
0	75
0	14
0	14
9	232
0	22
0	11
0	428
0	53
0	1
0	71
0	337
0	49
0	71
0	0
0	0
5	34833
572	76611
27	337504
31	0
3	87092
1	907
2064	145443
2	77703
0	0
0	9
52	8663
3	87
0	0
0	0
0	294
0	162
0	150
0	152
0	149
0	144
0	386
8	372
0	147
0	148
0	220
0	145
0	151
0	153
0	151
0	381
2	368
15	69
0	19
13	19
0	53
0	4
1	5
0	17
0	26
0	27
0	23
0	23
0	17
0	19
3	172
2	41
10	43
0	223
40	131
0	129
2	1
207	139
0	40
1	413
1	372
139	730
34	374
0	1039
23	715
0	622
0	768
26	120
0	499
0	771
0	502
0	658
10	78
0	418
0	417
0	134
0	453
0	525
0	528
1	383
0	112
11	373
0	325
1	388
0	505
0	611
0	556
0	652
0	449
0	415
0	456
0	418
0	160
0	475
0	618
0	427
7	153
0	121
0	238
0	109
0	313
10	80
2	5
0	5
2	161
0	76
0	130
0	7
0	0
0	0
12	28
0	4
0	0
0	0
0	0
0	10
0	10
0	0
0	9
0	4
0	4
0	4
0	3
0	4
0	9
0	4
0	0
0	1
0	1
0	1
264	8846
46	3693
249	8308
2	0
0	2206
56	393
696	590
144	198
52	392
108	74
58	164
0	154
4	166
1	17
0	31
0	4
0	4
0	4
0	0
20	0
2	274
10	256
20	253
6	205
1	31903
0	23954
1778	31902
0	29
5	0
6	15121
0	14715
0	14118
0	14524
0	725
19	845
41	530
4	243
55	577
457	4038
0	603
3	329
0	309
0	200
0	311
12	349
0	311
13	335
0	312
14	256
6	209
36	0
17	36
6	2
8	783
2	702
0	741
0	761
122	654
1	733
27	810
0	191
1	596
1	342
0	246
0	247
0	146
3	120
1	93
0	89
0	56
11	60
4	35
2	67
0	0
0	0
0	0
0	0
12	0
5	39
0	0
0	0
5	68
0	0
0	0
0	0
0	0
0	0
0	794
5	1143
58	579
5	644
1	282
0	279
0	286
0	304
3	291
0	311
0	237
0	279
0	221
0	232
0	239
1	249
2	276
0	65
0	10101
0	9676
3	9175
399	5903
11	5392
2	3519
0	2444
1528	0
3	22
8	17
3	32
1	22
5	19
30	10
4	4131
0	4282
0	4157
6	2735
0	2930
0	2389
0	2524
27	852
0	2304
6	1670
1	677
0	961
0	1273
0	1080
7	1059
3	285
0	539
3	460
21	622
58	159
5	8
20	4
0	149
0	98
24	148
0	148
1	15
0	141
0	1
4	42
160	3510
19	3598
57	2663
0	2470
10	183
7	435
4	621
17	157
221	795
0	426
205	403
0	330
11	20
0	0
23	812
0	423
3	255
0	526
2	217
5	560
0	432
0	4411
0	6072
0	6056
0	4829
0	1629
0	5552
0	6112
0	4837
198	4618
18	3863
3	4739
0	6070
0	4974
0	4594
0	5298
0	5530
0	2504
0	1615
16	1639
0	4398
0	1712
0	2117
0	1620
1	1102
1	1343
0	2096
0	523
10	782
0	1995
0	1393
0	1310
0	1635
0	1417
0	1414
0	185
5	141
0	977
0	1245
0	1154
15	962
0	970
0	985
0	707
0	594
0	597
0	655
0	160
0	229
6	17
0	0
46	0
13	726
972	878
6	330
280	0
0	2197
73	2199
0	477
0	575
16	341
3	165
19	202
0	0
0	4
0	7
0	7
0	4
0	7
0	3
0	3
0	3
0	0
0	0
0	6210
13	5953
100	5942
0	6184
68	1646
7	387
3	0
0	5209
53	6368
28	5400
34	3642
0	9443
0	6112
4	7383
0	7395
0	3408
6	4065
0	1511
3	1487
12	1167
9	1540
0	2400
118	444
7	1040
32	258
7	519
0	1565
0	1579
0	1746
0	1725
0	1654
0	1714
0	1508
0	1494
0	1576
0	168
0	1553
0	1596
0	1622
0	811
14	4910
1	2973
130	4280
76	885
45	2023
3	1218
0	26
159	851
0	79
0	79
0	79
0	3
1	2
1	0
5	14
0	0
1	2
0	0
1	2
0	31
1	146
5	171
2	10
75	1239
0	71
25	26
15	5422
0	3912
226	4862
7	1263
160	3138
235	2712
3	83
3	83
0	64
0	6017
48	5231
0	5906
3	5343
1	5513
1	349
0	1362
2	1764
1	1
0	1
2	0
563	6167
9	4740
1	1862
1326	1099
1	61
28	1526
0	0
49	0
6	0
174	1
89	2186
0	2033
0	2143
0	2154
0	1990
1	2123
0	2169
50	392
0	214
0	2073
6	281
0	1829
0	245
3	116
1	310
0	2150
15	1338
0	211
0	2009
18	1889
9	111
31	133
0	1835
11	273
13	144
0	146
17	431
0	797
0	565
32	740
0	465
6	329
0	3
0	20
5	13
2	19
0	16
0	10
0	11
0	14
8	11
1	10
0	8472
0	8013
0	7439
0	6724
0	6288
0	6759
1	6759
0	6759
0	1841
13	2
1	1644
8	11238
0	11144
151	4466
82	1927
22	2
0	1
0	17
71	7834
0	7229
0	2109
15	6164
0	6772
0	6238
0	6782
0	7045
0	6901
0	6401
62	850
0	1315
0	876
0	331
0	2014
0	703
0	847
0	1319
10	1355
10	920
8	326
2	189
24	176
351	6542
2	2
12	27
1	0
0	1
16	1648
78	291
0	1629
0	1057
4	9510
2	9267
47	8832
13	5307
7	600
2	2681
8	1617
0	1212
0	2290
1	1492
3	1033
2	1648
43	2001
0	1718
20	1669
24	1105
9	26
4	31348
11	35901
0	37079
0	34169
1	34393
4	35425
0	34009
0	31153
0	35299
7	34387
1	17957
0	35079
0	35140
1	34579
0	34986
2	34015
0	33770
1	30363
20	31673
0	29299
6	30830
27	29751
1	21274
0	19338
100	7412
4	13114
0	8903
1	5556
0	630
0	2637
8	2
0	19
0	16
0	9
2	19
3	11
1	8
0	8
8	12
0	8
0	10
0	12
0	4
2	7
0	5
0	2
0	0
0	0
0	0
0	0
0	0
4	98
0	0
0	0
8	200
0	0
3	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	151
0	2
0	0
0	0
0	0
0	0
1	0
1	894
0	184
1	77
1	73
3	75
0	51
0	739
3	89
0	645
0	133
0	185
0	141
0	184
0	144
0	227
0	201
1	158
0	110
0	94
0	168
0	78
0	648
0	174
0	496
0	450
1	93
15	158
3	0
3	0
0	998
5	1384
19	1494
0	1657
0	1293
281	1882
0	1524
0	1952
0	1919
10	1981
19	1872
0	1343
0	1490
0	3
0	0
