UniqueCount	AmbigCount
35	187
0	187
831	0
12	0
519	0
1697	0
551	0
51846	0
1921	0
856	0
318	0
146	0
693	14
1285	18
703	4
876	0
410	0
510	0
2985	0
191	0
1987	0
2285	0
1806	0
264	0
92	0
319	0
172	0
678	0
1398	263
0	263
336	0
350	0
798	0
249	0
449	0
271	0
128	0
365	0
293	0
161	0
1109	0
1495	0
184	0
105	2
100	2
1301	0
560	0
98	0
798	0
447	29
126	29
60	0
216	0
423	0
204	0
72	0
31	0
792	0
1139	0
539	0
1288	0
120	0
119	0
535	0
231	0
37	6
142	6
39	0
84	1259
0	1259
331	0
208	0
0	0
1	0
64	74
23	0
217	74
861	68
208	75
464	512
604	515
3512	0
82	0
81	0
540	0
249	0
977	0
