UniqueCount	AmbigCount
34	198
0	198
351	0
4	0
911	0
2796	0
850	0
22553	0
1734	0
556	0
186	0
87	0
351	7
568	8
290	1
787	0
470	0
233	0
1614	0
126	0
1221	0
1417	0
1342	0
211	0
54	0
199	0
94	0
309	0
530	128
0	128
243	0
210	0
607	0
94	0
392	0
258	0
95	0
157	0
359	0
98	0
571	0
820	0
120	0
70	0
82	0
1124	0
306	0
70	0
540	0
382	27
87	27
46	0
172	0
176	0
82	0
28	0
8	0
262	0
403	0
171	0
395	0
131	0
89	0
331	0
153	0
18	4
47	4
29	0
46	576
0	576
72	0
94	0
0	0
2	0
20	88
26	0
304	88
695	113
162	128
344	891
188	895
1821	0
84	0
54	0
419	0
221	0
1296	0
