UniqueCount	AmbigCount
32	194
0	194
239	0
1	0
1396	0
4313	0
1236	0
13555	0
1843	0
265	0
117	0
34	0
193	4
308	4
177	0
593	0
323	0
145	0
886	0
56	0
614	0
737	0
710	0
121	0
44	0
105	0
59	0
173	0
346	78
0	78
294	0
235	0
751	0
104	0
176	0
164	0
55	0
138	0
478	0
45	0
339	0
444	0
71	0
43	2
38	2
511	0
189	0
37	0
292	0
154	12
41	12
31	0
99	0
96	0
53	0
22	0
11	0
157	0
224	0
88	0
254	0
86	0
62	0
216	0
104	0
15	0
38	0
16	0
29	319
0	319
40	0
86	0
0	0
2	0
1	81
15	0
248	81
427	62
70	69
197	638
0	638
941	0
44	0
34	0
347	0
209	0
1203	0
