UniqueCount	AmbigCount
0	4
0	1
1	1403
0	0
0	1
0	0
0	0
0	11
0	11
0	0
0	0
0	0
0	1
6	160
0	20
0	44
0	22
0	8
0	95
1	21
10	645
3	149
0	52
280	92
0	37
0	340
0	77
1	30
2	155
0	0
0	0
0	1
0	1819
0	25
1	106
0	84
0	100
0	15
17	132
0	0
0	10
0	0
0	0
0	0
0	0
0	34
0	1
0	11
0	75
1	60
0	15
8	80
0	508
0	392
0	368
0	283
0	347
2	308
2	119
0	329
0	313
3	63
0	65
1	26
2	41
0	75
0	80
0	60
0	0
0	2
0	11
0	0
1	884
0	10
0	3
0	21
0	1
0	1
3	84
0	2
0	1
0	117
0	11
0	0
0	43
0	88
0	11
0	16
0	0
0	0
3	20054
732	53288
5	125454
6	3
0	36118
0	102
1689	73825
2	41438
0	0
0	0
24	3472
0	18
0	0
0	0
0	71
0	68
0	65
0	65
0	64
0	64
0	98
2	88
0	64
0	64
0	114
0	64
0	65
0	65
0	64
0	99
0	90
1	31
0	14
1	14
0	36
0	2
0	2
0	2
0	3
0	4
0	3
0	3
0	2
0	3
0	96
0	4
0	4
0	24
15	37
0	37
1	1
60	52
0	2
0	47
0	40
46	115
11	149
0	257
6	311
0	107
0	115
6	7
0	48
0	114
0	48
0	109
8	7
0	49
0	30
0	7
0	47
0	66
0	66
0	41
0	57
7	59
0	22
0	43
0	49
0	104
0	106
0	101
0	48
0	48
0	49
0	45
0	69
0	49
0	100
0	44
2	68
0	6
0	121
0	59
0	21
3	0
10	5
9	5
0	100
0	51
0	73
0	1
0	0
0	0
2	8
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	683
16	336
80	686
0	0
0	156
14	37
84	64
25	23
5	41
10	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	0
0	153
0	138
16	152
2	126
0	123
0	87
3	123
0	16
0	0
0	356
0	349
0	343
0	350
0	18
0	15
0	5
1	1
1	17
18	112
0	9
1	44
0	42
0	22
0	39
1	71
0	42
17	50
0	38
1	29
0	23
5	0
11	5
2	3
1	216
0	178
0	181
0	199
25	194
0	200
8	222
0	52
1	159
0	59
0	46
0	39
0	12
0	12
0	9
0	5
0	6
1	5
0	4
3	50
8	0
0	0
0	0
1	0
11	0
4	39
0	3
0	3
1	25
0	0
0	1
0	0
0	0
0	0
0	81
2	110
17	45
0	50
0	18
0	14
0	31
0	14
3	14
0	27
0	18
0	18
0	10
0	12
0	14
0	13
0	12
0	4
0	1019
0	1002
0	979
120	745
27	698
0	402
0	213
116	0
5	7
12	4
2	10
3	8
3	4
32	1
0	230
0	233
0	232
0	178
0	175
0	139
0	141
5	57
0	128
1	85
0	43
0	57
0	69
0	58
2	50
3	20
0	27
0	20
5	21
9	4
4	4
7	2
0	175
0	117
24	169
0	169
0	18
0	169
0	6
1	42
39	1227
2	1254
23	922
0	847
8	65
2	126
1	181
6	49
91	274
0	146
65	122
0	99
3	12
0	0
2	79
0	45
5	44
0	53
1	31
8	67
0	42
0	725
0	786
0	784
0	656
0	292
0	761
0	785
0	657
82	710
18	837
0	690
0	785
0	661
0	609
0	645
0	682
0	326
0	269
22	258
0	520
0	253
0	277
0	201
0	182
0	165
0	241
0	109
8	93
0	256
0	153
0	155
0	181
0	159
0	159
1	63
2	51
0	135
0	162
0	188
19	164
0	108
0	103
0	56
0	44
0	65
0	62
0	22
0	16
2	2
0	0
12	0
0	88
82	95
1	25
81	0
0	625
15	629
1	122
0	148
5	108
7	57
13	59
0	0
0	3
0	3
0	3
0	2
0	3
0	1
0	1
0	1
0	0
0	0
0	350
0	312
7	312
0	319
50	117
5	69
2	0
0	1667
14	1849
8	1581
32	1166
1	2667
0	1896
0	2100
0	2146
0	1092
1	1068
0	463
3	431
10	310
9	415
0	530
76	94
6	227
51	58
17	103
0	74
0	73
0	92
0	83
0	82
0	82
0	72
0	73
0	82
0	11
0	76
0	76
0	76
0	36
0	205
6	145
163	192
51	27
54	119
2	43
0	46
8	323
0	6
0	5
0	5
0	3
0	2
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	172
0	12
2	1
4	850
0	709
108	822
4	122
