UniqueCount	AmbigCount
40	218
0	218
595	0
8	0
2510	0
770	0
2297	0
813	0
335	0
126	0
656	14
1069	14
440	0
1480	0
432	0
2739	0
240	0
2140	0
2426	0
1883	0
291	0
93	0
323	0
122	0
474	0
937	190
0	190
363	0
550	0
1111	0
191	0
468	0
394	0
142	0
291	0
479	0
151	0
1005	0
1411	0
188	1
107	2
110	1
1431	0
448	0
111	0
910	0
544	28
112	28
81	0
279	0
353	0
185	0
59	0
21	0
440	0
802	0
332	0
931	0
133	0
110	0
533	0
253	0
40	6
103	6
48	0
64	871
0	871
268	0
0	0
1	0
11	171
39	0
546	171
1166	168
214	187
1963	19
3028	0
85	0
73	0
866	0
480	0
2235	0
