"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000641845.1",14.586208152465,-6.75723702850257,1.95916234362172,-3.44904395008487,0.000562575128546128,0.0522935832593786
"ENST00000484667.2",9.7175645391945,-6.9208594643737,2.39479021334881,-2.8899648185449,0.0038528494263646,0.272544960500034
"ENST00000481223.6",106.667700334996,-9.09076946665191,1.57292659468666,-5.7795255655035,7.49115707878406e-09,1.40427090268292e-05
"ENST00000629312.2",14.2845945531022,-21.0203757202226,4.04858576938361,-5.19202924615895,2.08014317305559e-07,0.000255896612970333
"ENST00000703697.1",26.2877969686196,-24.772682918386,5.13581161475137,-4.82351861334486,1.41047597810762e-06,0.0010188036211777
"ENST00000502512.1",8.7630683519685,6.17483269396917,1.44469677927765,4.27413750936485,1.91878594319438e-05,0.00440097837244086
"ENST00000480305.1",49.3607360378919,-3.32381432791814,0.950572071090257,-3.4966463133152,0.000471146043850744,0.0446381111004293
"ENST00000676052.1",7.82813147865726,-20.9098768199522,5.13642484272198,-4.07090095936678,4.68316585351572e-05,0.0062081355117152
"ENST00000674544.1",6.46640141558616,-20.3108864830013,5.13706127038148,-3.95379486713676,7.69213638271956e-05,0.00837644926257644
"ENST00000669250.1",59.5017048290231,23.0086187613609,5.06662464421128,4.5412124199192,5.59316417018493e-06,0.00204819070440465
"ENST00000690452.1",32.2099333613557,-24.180573459225,5.1359033465956,-4.70814418173452,2.49982262924662e-06,0.00136525343516152
"ENST00000613533.4",27.856556617542,-20.9693772620144,5.1360894594136,-4.08275156180955,4.45055938722183e-05,0.00620633623367926
"ENST00000646680.1",19.0515114277377,-7.00968720242777,2.642421318374,-2.65275153272724,0.00798386172667036,0.475840576430137
"ENST00000376629.8",7.18620897342942,6.62229174576328,2.5417214696336,2.60543565645606,0.00917575061085327,0.523876140024438
"ENST00000641909.1",22.5968903332483,-7.38737857115683,2.69697489033372,-2.73913509452167,0.0061601055255773,0.394660937246708
"ENST00000646917.1",14.4675331240663,-24.1333207586943,5.13609683882007,-4.69876669308254,2.61737242820541e-06,0.00139237139200992
"ENST00000423664.5",8.36701043363335,-6.2768777325104,2.32268606461687,-2.70242191922988,0.0068836350113963,0.42741510387796
"ENST00000608611.5",5.90824159755158,-20.2402322868675,5.13710080140363,-3.9400107316051,8.14779641916219e-05,0.00882382816607259
"ENST00000318074.9",40.7862256722945,-20.7090654927568,5.13691938129159,-4.03141726696708,5.54415129345074e-05,0.00646669806868094
"ENST00000644989.1",9.23834819992705,-21.0979884048392,5.13647841969351,-4.10748117308318,3.99997371082063e-05,0.00613257185513926
"ENST00000373925.5",35.3660843481963,-8.6026724563369,3.13303667582899,-2.74579372871869,0.00603647038211526,0.38892257457013
"ENST00000680046.1",8.32350062601703,-6.24494207837957,2.21229227350167,-2.8228377204857,0.00476006587612484,0.320368224487788
"ENST00000355082.10",72.6754860930984,-20.9730141743355,5.13642471195859,-4.08319314512802,4.44210729458436e-05,0.00620633623367926
"ENST00000482949.6",23.8774855714026,-21.1518452833121,5.13647824372596,-4.11796648981203,3.8223025858951e-05,0.00611644911561433
"ENST00000458695.6",62.9406217700691,7.33904089445381,2.69946940235755,2.71869756628631,0.00655395027108919,0.410832494222447
"ENST00000457946.1",26.9008970816547,-23.3894547514413,5.13608223930844,-4.553948644442,5.26482138910918e-06,0.00198330104118346
"ENST00000487114.1",9.90223898815376,-5.91570035535055,2.15633944694537,-2.74339940482498,0.0060806675725205,0.391129999444186
"ENST00000460017.1",4.53318620553597,-5.22951568209473,1.6376688601906,-3.19326807098603,0.00140672289197921,0.117948995454002
