"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000518681.6",8.17950526397034,-24.1634820852731,5.13703867810394,-4.70377655287419,2.55392753118788e-06,0.00135795015178029
"ENST00000502512.1",8.7630683519685,6.62722865318804,1.42716086584798,4.64364516417028,3.42315276976738e-06,0.00172912004282875
"ENST00000484099.5",25.8767648058249,-22.2021457122402,4.17106077244645,-5.32290151678083,1.02125041325083e-07,0.00016813577362862
"ENST00000676052.1",7.82813147865726,-22.574071523995,5.13642484272198,-4.39489960725917,1.10823959254703e-05,0.00318900190948416
"ENST00000675677.1",96.4324178495007,-10.3407602984013,2.7298026021952,-3.78809819072105,0.00015180485721208,0.0221060694772618
"ENST00000675375.1",38.4231366673275,-24.9413471160668,4.87830208057931,-5.11271067352701,3.17568503224362e-07,0.000356470644869347
"ENST00000669250.1",59.5017048290231,18.0292685899433,5.07179545482104,3.55480987956748,0.000378252492502623,0.0511210141205051
"ENST00000613533.4",27.856556617542,-23.0870223822081,5.1360894594136,-4.49505846123716,6.95508360706969e-06,0.00275309422282101
"ENST00000614998.4",22.5617365050898,-23.0856681382639,5.13677019222677,-4.4941991318199,6.98322588070164e-06,0.00275309422282101
"ENST00000646370.2",15.835736221989,-22.1172470211349,5.13676096831514,-4.30567962137225,1.66473845592381e-05,0.00337203413553289
"ENST00000602477.1",58.2114234831323,-3.79872729499806,1.3396779874683,-2.835552521227,0.00457464925131976,0.43331372965561
"ENST00000376583.7",452.105962369709,-25.9886801541461,4.22025848861987,-6.15807781068999,7.36331781349306e-10,3.96735563791006e-06
"ENST00000383925.1",14.8976500654674,5.10609423849033,1.85190143160791,2.75721706962393,0.00582956380322333,0.531766756858363
"ENST00000441420.1",7.6740830351678,-5.31024701614593,1.8121302133124,-2.9303893159197,0.00338537572765033,0.343726213955653
"ENST00000608611.5",5.90824159755158,-21.9666274326779,5.13710080140363,-4.27607482934263,1.90217310141087e-05,0.00350190501266575
"ENST00000644989.1",9.23834819992705,-21.9674980102769,5.13647841969351,-4.27676244604717,1.89630968429794e-05,0.00350190501266575
"ENST00000468038.1",32.5671069978035,-8.70647413996028,3.34325781018559,-2.60418867890926,0.00920920435615446,0.745270534882124
"ENST00000436342.6",39.569447127003,-24.7589639385449,4.12539462272264,-6.00159892636035,1.95383842282052e-09,6.66496107434019e-06
"ENST00000361872.8",51.8049630397712,-23.2544720732624,3.85835804745978,-6.02703838970374,1.66991349077918e-09,6.42678134879872e-06
"ENST00000373791.7",6.19809264592331,-6.20683355279621,2.26649651723482,-2.73851448947678,0.00617174407729975,0.553845592606693
