"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000394517.7",13.6419498789689,-6.30257431099936,2.1084994081216,-2.98912785401924,0.00279775033099457,0.210338773721843
"ENST00000518681.6",8.17950526397034,-19.7796959393545,5.13703867810394,-3.85040821741585,0.000117921115322836,0.0120485265997365
"ENST00000629312.2",14.2845945531022,-20.8303892488837,4.04858576938361,-5.14510261988474,2.67374611060081e-07,0.000256527719105362
"ENST00000341991.7",28.4846766635193,-20.6938283161155,4.27562405061506,-4.83995507349123,1.29868483806017e-06,0.000920699198351079
"ENST00000489538.1",21.6054041503323,-7.05688441667067,2.24749754791356,-3.13988525737073,0.0016901401947631,0.13867728988909
"ENST00000703697.1",26.2877969686196,-24.7119572314904,5.13581161475137,-4.81169464248091,1.49655886779481e-06,0.000999602377646089
"ENST00000487186.5",31.0991783538466,-3.84035875694215,1.41434536088201,-2.71529066602745,0.00662176241971211,0.409780923620348
"ENST00000502512.1",8.7630683519685,5.56894225315814,1.46042435210296,3.81323568395655,0.000137159201028559,0.0138392092723198
"ENST00000409119.5",43.7467663450979,-20.4178888344134,4.35464537163743,-4.68876041374085,2.74864969497951e-06,0.00134633859604997
"ENST00000419916.8",59.2104006151895,-20.5405837922275,4.82837583163317,-4.25413938526814,2.09854556835379e-05,0.00441211809724979
"ENST00000676052.1",7.82813147865726,-20.7998270253259,5.13642484272198,-4.04947559094496,5.13325313200859e-05,0.0063953291306211
"ENST00000674544.1",6.46640141558616,-19.9895404636711,5.13706127038149,-3.89124042162468,9.9733048708056e-05,0.0103206466025417
"ENST00000690452.1",32.2099333613557,-24.0995205015121,5.1359033465956,-4.69236254562438,2.70067983377272e-06,0.00133090819613116
"ENST00000613533.4",27.856556617542,-20.82886622218,5.1360894594136,-4.0553939698235,5.00498724276761e-05,0.00637106669843646
"ENST00000467350.1",24.8092385631496,-7.3711884259845,2.29310675820144,-3.21449858347021,0.00130672559615764,0.111520129547477
"ENST00000646370.2",15.835736221989,-20.9551224869933,5.13676096831514,-4.07944278821808,4.51437780204895e-05,0.0061827108388967
"ENST00000698707.1",8.36238687402606,-5.39543990594546,1.66363209803779,-3.2431689147554,0.00118208107554155,0.101411836247216
"ENST00000703141.1",53.9235444016513,-8.47344691975102,2.68355218715263,-3.1575487744629,0.0015910161823209,0.131613027487385
"ENST00000376629.8",7.18620897342942,6.68685163146015,2.54129394943926,2.63127830329727,0.00850643458669776,0.488621210587713
"ENST00000376491.7",7.84202314514011,-5.57727730824631,1.89723084909405,-2.93969355964748,0.00328536995789373,0.240292850675992
"ENST00000646917.1",14.4675331240663,-24.0640999330535,5.13609683882007,-4.6852893721104,2.79564667235998e-06,0.00135295906622834
"ENST00000486763.5",84.5656225842298,-8.04706623073204,2.60606327798938,-3.08782457383018,0.00201627455758342,0.159603633441618
"ENST00000492354.1",1066.22052086777,-1.02558827248007,0.363886156379741,-2.81843168391873,0.00482588793602314,0.32693064793746
"ENST00000416869.2",11.7957164924037,-5.83945751241884,1.87221967878586,-3.11900231505191,0.0018146453550962,0.146806444042918
"ENST00000674432.1",16.5719470903231,-23.3046934044147,5.13670050510534,-4.53689939315175,5.70873228120394e-06,0.00197170830327736
"ENST00000481736.5",12.5032538722148,3.32782031122104,1.2769531187818,2.60606302790173,0.00915896062367013,0.51297796091824
"ENST00000456977.5",12.9790086634927,-6.34870200657846,2.36645741819109,-2.68278734186199,0.00730114005899009,0.436033167387916
"ENST00000570063.5",49.8252960183386,-8.3448415056268,2.06211333670216,-4.04674241570656,5.19353369266924e-05,0.00641890757248462
"ENST00000568996.1",50.3657587727894,-8.17579260393388,2.41966555199322,-3.3788936645393,0.000727781522246998,0.0652822448701469
"ENST00000435827.6",9.36266494282301,-5.082351993088,1.81667383644941,-2.79761390906646,0.00514816106582552,0.342519552972964
"ENST00000608611.5",5.90824159755158,-20.0763728845525,5.13710080140363,-3.90811347892316,9.3019615985417e-05,0.00968794505662551
"ENST00000644989.1",9.23834819992705,-21.0605000670176,5.13647841969351,-4.10018272173998,4.12824059504176e-05,0.00602446425167426
"ENST00000648891.1",14.5470227143306,-2.66009695623185,0.969614972889902,-2.74345697066076,0.0060796015453639,0.38598067313143
"ENST00000454613.1",26.8326060967719,-21.2260255423499,3.71257745025009,-5.71732868250872,1.08211682203433e-08,1.92653045917253e-05
"ENST00000676957.1",24.7420457631196,-24.5257636487271,5.13612640996305,-4.7751479794485,1.79575156598992e-06,0.00108468119466571
"ENST00000469765.5",6.82690403058137,-5.81594147798861,2.20373009927876,-2.63913511000829,0.00831178474223398,0.479827459190965
"ENST00000458695.6",62.9406217700691,9.39567485661174,2.69422848794752,3.48733409161204,0.000487861507939095,0.0452686189111799
"ENST00000531123.5",15.2260159124003,-3.65676393812723,1.15723433540023,-3.15991655818141,0.00157814328172658,0.130815938491428
"ENST00000373428.5",107.662520735355,-9.77013638450258,2.14872280470186,-4.54695057134566,5.4428774481708e-06,0.00190430023965872
"ENST00000643783.1",35.2216515256788,-7.78142439155632,1.70050100728583,-4.57595988371466,4.74041384540845e-06,0.00173989582278705
"ENST00000420632.6",54.310525567947,2.16803789127636,0.779612169111878,2.78091848379709,0.00542053461206611,0.355014268514735
"ENST00000494114.1",52.1048243617255,-2.06766773675044,0.506237472217598,-4.08438302224629,4.41940825712846e-05,0.00611447456704374
"ENST00000427410.6",16.095662980071,-23.7793473393485,5.1365523851538,-4.62943732610965,3.66660677404195e-06,0.00157625084828761
"ENST00000469615.1",44.5757276146998,-7.56430948357399,2.0494798834176,-3.69084348901252,0.00022351163958959,0.0218960129837947
"ENST00000562955.2",43.5792945545084,19.3386361689904,5.07038770056456,3.81403500305059,0.000136716091380007,0.0138117431316652
"ENST00000460536.1",16.266697942269,-6.95616976307703,2.02050950809293,-3.44278001920548,0.000575767449644993,0.052699349128322
"ENST00000347631.8",8.37038101214692,-20.7769981505264,5.13689502129775,-4.04466084363885,5.2398924150136e-05,0.00642751465513346
"ENST00000644195.1",18.2600971261597,-5.64838985325932,2.01864437103359,-2.79811042217765,0.00514025364029213,0.342519552972964
"ENST00000246337.9",58.4451101300467,21.7317271687532,5.0669981860892,4.28887605060031,1.79579549029679e-05,0.00398725800895017
"ENST00000355498.6",22.4838671901853,-21.1227920001195,5.13686844395833,-4.11199785055093,3.92249952137096e-05,0.0059694541640154
"ENST00000359942.8",21.9322553803367,-7.40217677132438,1.90778924895042,-3.87997614275095,0.000104466710915719,0.0107417297407231
"ENST00000371843.7",10.280415536231,-5.36362249164282,2.07652971333299,-2.58297411166527,0.00979526728038115,0.537442974609915
"ENST00000494469.5",16.9912412454392,6.91945609159539,2.6566591575957,2.60457050796744,0.00919894915336627,0.514860852198797
"ENST00000493821.6",72.4597113875077,-9.7198213440605,3.34983152923349,-2.90158512726298,0.0037127988732703,0.264562307556586
"ENST00000603108.6",48.0624083431761,-8.70474763219788,2.71996602009006,-3.2003148450765,0.00137277539498948,0.116541709477993
"ENST00000672574.2",338.227091361728,-23.5429947075959,2.85457829681268,-8.2474510276643,1.6180877394757e-16,6.53869255522132e-12
"ENST00000395334.6",188.690616076461,21.3683625295153,4.36496541922406,4.89542538765722,9.80933050686788e-07,0.000714225307716272
"ENST00000483863.2",15.9308725658585,-7.29008112256136,2.67678853337118,-2.72344304814402,0.00646053534836891,0.405074062727056
"ENST00000401042.7",35.7136056066884,-21.3583310718605,5.13597486600126,-4.15857390838237,3.20240620178371e-05,0.00555404440403775
"ENST00000370793.5",77.5052763043625,-20.6699944306746,5.13686709099705,-4.02385229450478,5.7253833250002e-05,0.00654672567503216
"ENST00000493514.1",21.1493687384972,-21.2169587145929,5.1360822937948,-4.13096159697953,3.61248933329105e-05,0.00576998790348978
"ENST00000394202.8",140.868509735035,-1.48221340351418,0.508756657245362,-2.91340345606395,0.00357512365927576,0.255926921295542
"ENST00000648480.1",29.1773813562095,-24.5509076213078,5.13606799343331,-4.780097859432,1.75209889649993e-06,0.00108468119466571
"ENST00000684275.1",43.2881292055495,-8.43706945541614,2.1200592258407,-3.97963856508322,6.90201218451578e-05,0.00739854281033579
"ENST00000369969.7",13.9745898318505,-21.2474585227151,5.13632614128009,-4.13670353834263,3.52330835805052e-05,0.00574947271934658
"ENST00000675650.1",15.7258661338187,-21.1212326103872,5.13637282474038,-4.1120910282549,3.92091634598429e-05,0.0059694541640154
"ENST00000668421.1",19.3583062367077,-6.78664665105755,2.42778901976049,-2.79540215225419,0.00518351903740097,0.344516454443048
"ENST00000680983.1",60.5109466842771,-8.03448458544042,2.62563866792255,-3.06001152542342,0.00221328474035878,0.172329164466086
"ENST00000687509.1",25.6363740185824,-20.8424868090492,5.1355795298279,-4.05844884457425,4.93997516497182e-05,0.00634521217192262
"ENST00000369642.7",8.42727783434406,-3.14710404252444,1.22157286661436,-2.57627205755378,0.00998720308071513,0.544453007318185
"ENST00000369604.6",74.4909905769269,9.6988229539386,2.06466971225375,4.69751791115856,2.6334209804787e-06,0.00131132111247325
"ENST00000476412.5",42.3798595123251,-21.2047474192515,4.50416495189932,-4.70780880489509,2.50393787061505e-06,0.0012784756210448
"ENST00000359785.10",166.652325666473,10.6766952965209,2.09543616945296,5.09521380424972,3.48347896542931e-07,0.000312816411095552
"ENST00000426820.7",15.0775563188786,-21.7029845199727,5.1371330932313,-4.22472692961149,2.3923068004598e-05,0.00480960785107366
"ENST00000393276.7",18.5271730520847,-6.71980832238769,1.99664455804091,-3.36555061607015,0.000763910502440104,0.068069731871234
"ENST00000689217.1",22.9858843689611,-21.3026729075695,5.13596253807519,-4.14774694122927,3.35763229154739e-05,0.00561829900212961
"ENST00000369494.5",12.3803803170028,-21.1291598311058,5.13706188901048,-4.11308259227061,3.90410628021932e-05,0.0059694541640154
"ENST00000614785.5",153.476007814711,-9.46148521318,2.50943392608652,-3.77036634231501,0.000163008086154646,0.0162245240431262
"ENST00000698766.1",21.837759660448,-21.7990702585208,5.13574791149563,-4.24457559720303,2.19007526403042e-05,0.00457369206302167
"ENST00000254090.9",13.0965448266266,-6.35292349543215,2.29845139639583,-2.76400166886021,0.00570972472768792,0.368578236814487
"ENST00000652494.1",23.5848892356775,-20.764029350129,5.13683729462425,-4.04218163029199,5.29561868696769e-05,0.00642751465513346
"ENST00000616023.1",10.655216696852,5.29898290864688,1.91257728482095,2.77059805671746,0.0055953449909553,0.36351750978216
"ENST00000613595.4",8.39688648473345,-21.1154308684887,5.13628275499714,-4.1110335773367,3.93891908270349e-05,0.0059694541640154
"ENST00000612881.4",25.1035366833056,-21.2296392085606,5.13635747576126,-4.13320905111148,3.57733067150591e-05,0.00576998790348978
"ENST00000369051.7",21.9234683542496,-22.8817231690422,5.13642306108904,-4.45479721917429,8.39725245640718e-06,0.00246787615827937
"ENST00000558062.5",10.2371240407556,-6.46046688232102,2.31242597159607,-2.79380484464197,0.00520919049467951,0.345370611796553
"ENST00000491825.1",23.5047028065362,-21.0594049275203,5.1363076806391,-4.10010580302696,4.12961296142977e-05,0.00602446425167426
"ENST00000354332.8",50.64172753558,-8.88037966928191,3.21128067590486,-2.76537013283015,0.00568582399056154,0.367328772915415
"ENST00000614256.4",22.4480018025479,-23.4509603837221,5.13620293289482,-4.56581655555904,4.97553738834436e-06,0.00178721302989329
"ENST00000368521.10",219.063632120557,-9.30968378498803,3.51592058136296,-2.64786520899715,0.00810018148269707,0.471315095343108
"ENST00000368504.5",34.4431137387114,-8.3299397485424,3.19574276556078,-2.60657392025127,0.00914530816513393,0.512924223390787
"ENST00000647682.2",24.8540749173245,-20.6398633504602,5.13702986394866,-4.01785932671123,5.87292384241615e-05,0.00661241353358129
"ENST00000368465.5",161.392266853292,-23.1967763184958,5.13473319384886,-4.51762057399289,6.25384176697668e-06,0.00208994144231788
"ENST00000428024.3",59.899511361353,-8.40467622555878,2.22148133751753,-3.78336566849166,0.000154721845125335,0.0154603804439105
"ENST00000452809.1",27.4721865654839,-7.48667532140431,2.37434766994011,-3.15315040682022,0.00161518562431809,0.133339430191407
"ENST00000483734.5",184.449750974562,0.878367005098598,0.289617224783155,3.03285485093732,0.00242252091319071,0.186110399433529
"ENST00000539040.6",31.4211846642108,-7.77916385652987,2.43998889256069,-3.18819642181481,0.00143163250207357,0.120612864754533
"ENST00000496742.5",27.5000556501575,-8.00851597186368,2.85563030209649,-2.8044652579797,0.0050400118938475,0.338317077459099
"ENST00000368279.7",55.3757784982462,-21.0409787133113,3.19179939689514,-6.59219960182308,4.33357416577865e-11,1.94577480043461e-07
"ENST00000335852.6",8.40499592698653,-6.41833499963268,2.41877957562408,-2.6535427470594,0.00796516809662541,0.465806718935793
"ENST00000475587.2",21.3412362579947,-20.8184335393454,5.13667338811492,-4.05290193990423,5.05862095841373e-05,0.00637106669843646
"ENST00000438976.7",40.1686494324097,21.2492146639413,5.06705408648059,4.19360328531648,2.74557977725656e-05,0.00518452704667934
"ENST00000673723.4",28.803281388715,-23.4573189418293,5.13642359711102,-4.5668583399202,4.95088346044663e-06,0.00178629643425579
"ENST00000368109.5",23.3541822059791,-21.783840260419,5.13642399428137,-4.24105180660163,2.22474773885918e-05,0.00459857064589767
"ENST00000649231.1",15.1811612633112,-21.2818376390562,5.13627156137542,-4.14344089574524,3.42133277235975e-05,0.00564310438085949
"ENST00000545284.1",31.2587941386533,-7.7749340029335,2.85544709668293,-2.72284295232272,0.0064722817175666,0.405495975514521
"ENST00000421914.6",16.5498816935662,-20.6745228171094,5.13702739321271,-4.02460824803575,5.70702387433862e-05,0.00654542689390412
"ENST00000699534.1",16.4648500786443,-21.0036780863327,5.13702646758929,-4.08868403128732,4.33827298917929e-05,0.0060891201793113
"ENST00000368035.1",28.7388120371212,-7.79007994933786,2.12744313465834,-3.66171006990929,0.000250537303166379,0.0243078329434655
"ENST00000368005.5",9.78350142818942,-5.33760075765284,1.86429501902984,-2.8630665764641,0.00419562394789078,0.291890040167636
"ENST00000678356.1",12.8885265589738,-5.80454371946508,2.07818125366627,-2.79308828776357,0.00522074406562079,0.345852897855305
"ENST00000681187.1",17.8955246986057,-7.367210164382,2.46797768776189,-2.9851202467973,0.00283466867453992,0.212718590785809
"ENST00000367866.7",186.085028734841,-10.9754572525741,3.53677921711566,-3.10323505619467,0.00191417540963552,0.152869225895991
"ENST00000271411.8",76.1429364745259,23.0923405000407,5.06671272161571,4.55765735474278,5.17273342701433e-06,0.00183359787531271
"ENST00000367840.4",12.9527017312109,-21.3897693945232,5.13604101326226,-4.164641469819,3.11842217276018e-05,0.00549465173589609
