UniqueCount	AmbigCount
0	4
0	0
0	619
0	0
0	0
0	1
0	0
0	4
0	4
0	0
0	0
0	0
0	0
1	50
0	12
0	9
0	15
0	6
0	32
4	5
5	219
7	68
0	31
91	33
0	24
0	185
3	32
0	12
4	55
0	0
0	0
0	0
3	833
0	135
0	167
0	157
0	148
0	90
27	79
0	0
0	69
0	0
0	0
0	0
0	0
0	11
0	0
0	8
0	35
0	26
0	11
6	31
0	236
0	182
0	191
0	142
0	173
0	145
2	53
0	160
0	147
4	36
0	47
0	24
2	20
1	39
0	39
0	29
0	0
0	0
0	8
0	1
0	344
0	10
0	4
0	14
0	0
0	0
1	34
0	3
0	0
0	69
0	8
0	0
0	9
0	53
0	8
0	11
0	0
0	0
0	6126
472	12902
3	64811
0	1
0	15044
0	131
376	23920
0	12360
0	0
0	2
7	1374
0	13
0	0
0	0
0	53
0	20
0	20
0	20
0	19
0	20
0	69
1	65
0	20
0	19
0	39
0	19
0	19
0	19
0	19
0	66
2	64
1	10
0	3
1	3
0	12
0	0
1	0
0	2
0	1
0	1
0	1
0	1
0	1
0	2
1	34
0	2
3	2
0	42
2	14
0	14
0	0
33	24
0	8
0	69
0	62
29	123
4	31
0	150
3	115
0	108
0	131
3	19
0	83
0	132
0	83
0	113
0	10
0	65
0	66
0	21
0	73
0	80
0	81
0	63
0	4
4	52
0	52
0	53
0	83
0	107
0	100
0	116
0	74
0	72
0	82
0	69
0	7
0	79
0	111
0	74
1	7
0	16
0	19
0	4
0	52
1	11
0	1
0	1
0	37
0	17
0	27
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	1
0	3
0	3
0	0
0	1
0	1
0	1
34	1161
4	465
36	1086
0	0
0	297
12	43
104	77
26	28
14	49
17	5
10	21
0	20
2	22
0	4
0	5
0	0
0	0
0	0
0	0
3	0
0	60
1	56
3	53
0	41
0	4403
0	3438
137	4402
0	3
1	0
1	1906
0	1855
0	1786
0	1837
0	101
1	92
9	72
1	31
10	78
74	530
0	62
0	50
0	49
0	34
0	50
1	55
0	50
3	51
0	51
2	37
3	36
7	0
4	3
0	0
1	108
0	94
0	99
0	103
16	95
0	102
5	109
0	27
0	72
0	41
0	28
0	28
0	10
0	10
0	5
0	6
0	4
1	4
0	3
0	9
0	0
0	0
0	0
0	0
2	0
1	4
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	71
2	119
0	72
0	63
0	15
0	14
0	16
0	17
0	17
0	17
0	12
0	16
0	11
0	11
0	16
0	11
0	15
0	5
0	1358
0	1306
0	1254
58	775
2	708
1	454
0	357
216	0
1	3
1	2
0	4
1	3
1	4
2	2
0	544
0	567
0	548
0	382
0	412
0	339
0	351
7	105
0	320
1	248
0	94
0	144
0	188
0	156
0	151
0	49
0	77
0	60
6	81
8	26
0	0
5	0
0	29
0	22
3	28
0	27
0	7
0	27
0	2
0	7
23	482
9	505
5	344
0	316
2	13
1	69
0	81
2	25
38	91
0	44
28	34
0	40
0	1
0	0
5	105
0	49
0	29
0	70
0	25
2	77
0	59
0	617
0	840
0	839
0	676
0	251
0	757
0	842
0	676
27	660
4	550
0	671
0	840
0	689
0	639
0	745
0	767
0	343
0	233
2	219
0	582
0	222
0	300
0	220
0	154
0	180
0	270
0	55
3	90
0	248
0	174
0	161
0	217
0	177
0	180
0	19
1	14
0	124
0	159
0	134
2	106
0	128
0	133
0	87
0	74
0	67
0	92
0	15
0	35
0	3
0	0
4	0
2	94
150	119
0	50
50	0
0	335
8	343
0	79
0	79
2	62
1	29
3	40
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	809
1	782
10	776
