UniqueCount	AmbigCount
303	1339
0	1339
8343	0
86	0
4196	0
14311	0
4198	0
478398	0
17677	0
7336	0
2735	0
1365	0
6899	177
11453	197
6899	20
4162	0
998	0
5006	0
27276	0
1543	0
14583	0
16292	0
14080	0
2055	0
782	0
2472	0
1606	0
6249	0
13417	2779
0	2779
2489	0
1096	0
3247	0
2347	0
3708	0
2524	0
915	0
2993	0
2459	0
1380	0
9736	0
13016	0
1354	0
999	15
698	15
11667	0
5539	0
834	0
6406	0
4101	249
1004	249
617	0
1291	0
3847	0
1685	0
518	0
209	0
7329	0
11440	0
5956	0
12697	0
1006	0
968	0
4589	0
1940	0
287	103
1084	103
327	0
700	11982
0	11982
3258	0
2821	0
0	0
19	0
1021	62
159	0
700	62
6516	73
2226	212
3601	493
8956	628
29700	0
813	0
570	0
3502	0
1468	0
4895	0
