UniqueCount	AmbigCount
34	197
0	197
353	0
4	0
2692	0
806	0
1732	0
555	0
191	0
87	0
352	6
566	7
287	1
901	0
224	0
1606	0
127	0
1219	0
1417	0
1340	0
214	0
55	0
200	0
94	0
309	0
536	128
0	128
232	0
224	0
630	0
101	0
392	0
256	0
95	0
127	0
339	0
100	0
570	0
814	0
122	1
71	1
83	0
1084	0
306	0
65	0
525	0
382	27
89	27
46	0
176	0
176	0
79	0
27	0
8	0
199	0
402	0
173	0
396	0
133	0
89	0
335	0
160	0
24	4
48	4
31	0
48	575
0	575
72	0
0	0
2	0
0	104
29	0
359	104
750	135
143	150
1447	15
1819	0
86	0
54	0
389	0
219	0
1108	0
