"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|NC_007605.1_cds_YP_401631.1_1",107.530852816329,-0.215309581215484,0.788674900597099,-0.273001690623696,0.784851915993545,1
"lcl|NC_007605.1_cds_YP_401632.1_2",8.79425405819132,-0.398005144216451,5.79260818624512,-0.0687091430008225,0.945221140343534,1
"lcl|NC_007605.1_cds_YP_401633.1_3",226.825392804783,1.00874315866032,1.52766029376195,0.660319026932508,0.509049122508069,1
"lcl|NC_007605.1_cds_YP_401634.1_4",2.39735736490483,0.982089985568767,3.20213213319247,0.306698769669333,0.759072666344056,1
"lcl|NC_007605.1_cds_YP_401635.1_5",1437.90105213904,-0.467022868104109,1.41240955986822,-0.330656830266487,0.7409037141001,1
"lcl|NC_007605.1_cds_YP_401636.1_6",3914.78842810058,-0.184656869317601,1.41810232387696,-0.130214065803634,0.896397066426673,1
"lcl|NC_007605.1_cds_YP_401644.1_14",1434.73511411735,-0.21415320221606,1.41458886358401,-0.15138900618338,0.879668861306827,1
"lcl|NC_007605.1_cds_YP_401645.1_15",11921.1434478356,1.1870560409183,2.11049274809189,0.562454451450505,NA,NA
"lcl|NC_007605.1_cds_YP_401646.1_16",1625.01942510866,-0.118599011133693,0.946469094492966,-0.125306797468361,0.900280671000314,1
"lcl|NC_007605.1_cds_YP_401647.1_17",199.934447151091,1.08843044139312,2.61469521329548,0.416274308324178,NA,NA
"lcl|NC_007605.1_cds_YP_401648.1_18",77.9978376830018,0.998464016283279,2.29295432222221,0.435448716359783,NA,NA
"lcl|NC_007605.1_cds_YP_401728.1_19",33.9720933938011,1.46138600986838,2.8595736228505,0.511050318198009,NA,NA
"lcl|NC_007605.1_cds_YP_401649.1_20",168.390431749797,1.21573257994808,2.77320373249855,0.438385599190275,NA,NA
"lcl|NC_007605.1_cds_YP_401650.1_21",281.877498129963,1.19794190072415,2.44566299509668,0.489822965439601,NA,NA
