"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|NC_007605.1_cds_YP_401631.1_1",107.530852816329,-0.090060658944702,0.788129805038947,-0.114271352725014,0.909022690933347,1
"lcl|NC_007605.1_cds_YP_401632.1_2",8.79425405819132,1.84056985882243,5.78332029246414,0.318254871897853,0.750291612980492,1
"lcl|NC_007605.1_cds_YP_401633.1_3",226.825392804783,2.07056766686542,1.52686023346366,1.35609509075259,0.175068914671457,1
"lcl|NC_007605.1_cds_YP_401634.1_4",2.39735736490483,2.41874190038852,3.15841020529293,0.765809930684474,0.443789404433467,1
"lcl|NC_007605.1_cds_YP_401635.1_5",1437.90105213904,-0.227536215584894,1.412359993984,-0.161103554726906,0.872011840551209,1
"lcl|NC_007605.1_cds_YP_401636.1_6",3914.78842810058,-0.0475197869874489,1.41809471580595,-0.0335096002106191,0.973268210271495,1
"lcl|NC_007605.1_cds_YP_401644.1_14",1434.73511411735,-0.0380290931977014,1.41455934371554,-0.0268840564142136,0.978552210060389,1
"lcl|NC_007605.1_cds_YP_401645.1_15",11921.1434478356,2.21469135280489,2.11048164884526,1.04937721397229,NA,NA
"lcl|NC_007605.1_cds_YP_401646.1_16",1625.01942510866,0.312415552180265,0.946380092108055,0.330116361053582,0.741312041237415,1
"lcl|NC_007605.1_cds_YP_401647.1_17",199.934447151091,1.96110985998404,2.61422015906888,0.750170123652687,NA,NA
"lcl|NC_007605.1_cds_YP_401648.1_18",77.9978376830018,1.70259124157988,2.29187989173169,0.742879785159004,NA,NA
"lcl|NC_007605.1_cds_YP_401728.1_19",33.9720933938011,2.51442804240904,2.85660383563518,0.880215874193818,NA,NA
"lcl|NC_007605.1_cds_YP_401649.1_20",168.390431749797,2.34595129253091,2.7725391183103,0.846138212095137,NA,NA
"lcl|NC_007605.1_cds_YP_401650.1_21",281.877498129963,2.32307617052728,2.44520214621089,0.950054855025849,NA,NA
"lcl|NC_007605.1_cds_YP_401651.1_22",153.393563844273,2.40806042314814,2.51147786425558,0.958822077399398,NA,NA
"lcl|NC_007605.1_cds_YP_401652.1_23",325.875182383888,-0.00994182810391846,1.04744607878296,-0.00949149393491451,0.992426997237237,1
"lcl|NC_007605.1_cds_YP_401653.1_24",130.650980536417,-0.989086557665962,1.19330018467539,-0.828866508501395,0.407179948659164,1
"lcl|NC_007605.1_cds_YP_401654.1_25",153.778892266869,1.99374658541196,1.70722561810322,1.16782841369676,0.242875984431427,1
"lcl|NC_007605.1_cds_YP_401655.1_26",729.610162118266,1.99446397800958,1.98110072273216,1.00674536893762,0.314057153830041,1
"lcl|NC_007605.1_cds_YP_401656.1_27",54.7951403869236,1.6207400947834,1.6046051856998,1.01005537638005,0.312468759839189,1
"lcl|NC_007605.1_cds_YP_401657.1_28",460.75670462566,1.64469981039766,2.12807054980702,0.772859626550823,0.439605460703542,1
"lcl|NC_007605.1_cds_YP_401658.1_29",526.306684449298,1.55329761999535,2.03726681772352,0.762441918006123,NA,NA
"lcl|NC_007605.1_cds_YP_401659.1_30",442.094980428116,1.41565612736428,2.1999376436516,0.643498297076496,NA,NA
"lcl|NC_007605.1_cds_YP_401662.1_31",85.2201353899794,0.972169455340707,1.27334731136794,0.763475484387927,0.445179877533342,1
"lcl|NC_007605.1_cds_YP_401663.1_32",28.2813454359565,0.897491553992346,1.58219214609435,0.567245613124681,0.570547322115636,1
"lcl|NC_007605.1_cds_YP_401664.1_33",76.1356091345648,1.55697799897793,1.96326124634964,0.793056961661556,0.427744636386281,1
"lcl|NC_007605.1_cds_YP_401665.1_34",42.269190635012,1.62263798228076,2.0539344209796,0.790014503728342,0.429519298088814,1
"lcl|NC_007605.1_cds_YP_401666.1_35",153.50539977126,2.30469524028992,2.21607748803429,1.03998856210314,0.29834521467193,1
"lcl|NC_007605.1_cds_YP_401667.1_36",395.154379785884,2.23391404815877,1.92820654006865,1.15854500113833,0.246641698370691,1
"lcl|NC_007605.1_cds_YP_401668.1_37",8.41225186524087,2.4035686422304,3.12550515122741,0.769017655045776,0.441882829754238,1
"lcl|NC_007605.1_cds_YP_401669.1_38",412.661610987909,0.203340654331024,1.30436999164416,0.155891852490958,0.876118267562817,1
"lcl|NC_007605.1_cds_YP_401670.1_39",340.405011674113,0.0837018349479446,1.25341490168048,0.0667790328930379,0.946757615470084,1
