"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|NC_007605.1_cds_YP_401631.1_1",107.530852816329,-0.16681165240194,0.785703703771577,-0.212308598777379,0.83186628748886,1
"lcl|NC_007605.1_cds_YP_401632.1_2",8.79425405819132,-6.81292013108494,5.95811325232305,-1.14346939082244,0.252843756341192,1
"lcl|NC_007605.1_cds_YP_401633.1_3",226.825392804783,1.03013809416579,1.52686642490443,0.674674665290558,0.499882483959398,1
"lcl|NC_007605.1_cds_YP_401634.1_4",2.39735736490483,1.32561271588614,3.16043264787732,0.419440267704006,0.674894400371177,1
"lcl|NC_007605.1_cds_YP_401635.1_5",1437.90105213904,-2.04458962805805,1.41255084735285,-1.44744497650449,0.147772336643141,1
"lcl|NC_007605.1_cds_YP_401636.1_6",3914.78842810058,-2.00346243953773,1.41815867094053,-1.41272093214296,0.157737794406639,1
"lcl|NC_007605.1_cds_YP_401644.1_14",1434.73511411735,-2.11315038227455,1.41478780407932,-1.49361648169543,0.135275889068783,1
"lcl|NC_007605.1_cds_YP_401645.1_15",11921.1434478356,1.55801772844799,2.1104792411623,0.738229354764915,NA,NA
"lcl|NC_007605.1_cds_YP_401646.1_16",1625.01942510866,-0.867705918243128,0.946407563477243,-0.916841698786775,0.359225598279777,1
"lcl|NC_007605.1_cds_YP_401647.1_17",199.934447151091,1.86392992393884,2.61395189879857,0.713069710577131,NA,NA
"lcl|NC_007605.1_cds_YP_401648.1_18",77.9978376830018,1.50005293269873,2.29114878682664,0.654716507859963,NA,NA
"lcl|NC_007605.1_cds_YP_401728.1_19",33.9720933938011,2.13568865753065,2.85561555905332,0.74789081841208,NA,NA
"lcl|NC_007605.1_cds_YP_401649.1_20",168.390431749797,1.8663930477668,2.77236396751312,0.673213571391566,NA,NA
"lcl|NC_007605.1_cds_YP_401650.1_21",281.877498129963,1.82808282229516,2.44508271890125,0.747656841285375,NA,NA
"lcl|NC_007605.1_cds_YP_401651.1_22",153.393563844273,1.49768837756856,2.51142852725895,0.596349193820451,NA,NA
"lcl|NC_007605.1_cds_YP_401652.1_23",325.875182383888,0.302635230408026,1.04656517904361,0.289169978581349,0.772451304531733,1
"lcl|NC_007605.1_cds_YP_401653.1_24",130.650980536417,0.559958909120982,1.18880064337469,0.471028437140988,0.637620427662288,1
"lcl|NC_007605.1_cds_YP_401654.1_25",153.778892266869,1.34065037043233,1.70695131362912,0.78540633217124,0.432215369318649,1
"lcl|NC_007605.1_cds_YP_401655.1_26",729.610162118266,1.61771082159719,1.98103003760663,0.816600854549189,0.414156566584298,1
"lcl|NC_007605.1_cds_YP_401656.1_27",54.7951403869236,1.5346690412057,1.60294190260894,0.957407775483243,0.338361475396323,1
