UniqueCount	AmbigCount
45	185
0	185
1063	0
11	0
656	0
1750	0
621	0
58472	0
1980	0
968	0
351	0
160	0
806	20
1387	22
798	2
949	0
425	0
533	0
2951	0
197	0
2037	0
2307	0
1946	0
252	0
84	0
309	0
193	0
756	0
1767	358
0	358
329	0
377	0
799	0
285	0
514	0
323	0
139	0
370	0
311	0
163	0
1182	0
1621	0
172	0
144	5
87	5
1194	0
810	0
113	0
740	0
472	19
112	19
62	0
233	0
494	0
205	0
71	0
30	0
972	0
1374	0
746	0
1602	0
112	0
111	0
560	0
239	0
27	8
148	8
34	0
80	1620
0	1620
423	0
161	0
0	0
1	0
67	51
16	0
220	51
994	73
241	93
429	508
656	521
3230	0
86	0
77	0
477	0
253	0
823	0
