"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Transcript.stable.ID"
"ENST00000695780.1",139.865004534454,21.5352459743648,3.41619305162532,6.30387265851938,2.90299033086222e-10,2.09340438739136e-05,"ENST00000695780"
"ENST00000614059.4",40.4854012297207,19.9259802134433,2.71806672118532,7.33093858886357,2.28546382855546e-13,1.64809367604791e-08,"ENST00000614059"
"ENST00000366769.7",41.2738241941995,20.3366565544515,2.88276414270597,7.05456830587676,1.73137387087862e-12,1.24852832576799e-07,"ENST00000366769"
"ENST00000366544.5",173.038016986187,-24.2032013720017,2.94298422490641,-8.2240336754681,1.96770807538913e-16,1.41895364732461e-11,"ENST00000366544"
"ENST00000306601.9",42.9517975193618,-21.972518977558,3.51386701931136,-6.25308779666458,4.02415757694454e-10,2.90190051188624e-05,"ENST00000306601"
"ENST00000460720.5",28.5748272544756,17.9362552710916,3.33939503355689,5.37110916523917,7.8253816622216e-08,0.00564303922426124,"ENST00000460720"
"ENST00000678536.1",49.8561057385674,-21.9029322917862,3.70986205462738,-5.90397485654924,3.54846266807499e-09,0.000255886739920223,"ENST00000678536"
"ENST00000405141.5",29.6306815651155,-20.8988936839197,3.9429065820866,-5.30037758917938,1.1556342685538e-07,0.00833350983739516,"ENST00000405141"
"ENST00000380834.7",177.214246589612,21.1257804317894,3.50909034434978,6.02030109193553,1.74092923227597e-09,0.000125541888797885,"ENST00000380834"
"ENST00000545822.2",147.301077063813,-22.8495047681385,2.32230988806117,-9.83912822556811,7.63697022757265e-23,5.50717197050719e-18,"ENST00000545822"
"ENST00000402538.7",18.2175543819485,19.5414109501614,3.67314163301277,5.32008098313738,1.03721072131732e-07,0.00747953395356349,"ENST00000402538"
"ENST00000677239.1",34.0027872570575,-22.2530427725414,3.01197495758139,-7.3881898375445,1.48841140879111e-13,1.07332323510744e-08,"ENST00000677239"
"ENST00000409013.8",43.8066238539551,18.6458236065188,2.38147531810943,7.8295262876464,4.89711595432942e-15,3.53140825698603e-10,"ENST00000409013"
"ENST00000510859.5",24.0305203404682,-21.5350452460469,3.42130531491034,-6.29439446757217,3.08602141590307e-10,2.22539176343602e-05,"ENST00000510859"
"ENST00000409090.1",47.8305411085054,-21.8696940508788,3.96556386557839,-5.51490148493397,3.48975383059776e-08,0.00251653128232066,"ENST00000409090"
"ENST00000628915.2",225.034067397792,-23.3263386993339,3.83752857945448,-6.07847947353915,1.21327509799971e-09,8.7491693866955e-05,"ENST00000628915"
"ENST00000679938.1",43.3917210505013,19.4587487530132,2.5844881235803,7.52905326802468,5.11095316110851e-14,3.68561054353857e-09,"ENST00000679938"
"ENST00000360843.7",26.3161330764931,18.6888481087611,3.17737937719659,5.88184345970366,4.05721980701002e-09,0.000292574234723106,"ENST00000360843"
"ENST00000698149.1",75.0596500039229,-22.4429866959991,3.28126443120208,-6.83973729230265,7.93385385803472e-12,5.721260694106e-07,"ENST00000698149"
"ENST00000673942.1",340.591386768752,22.957834433766,4.03326299533191,5.69212433216911,1.25468433083691e-08,0.000904777964653115,"ENST00000673942"
"ENST00000676933.1",13.959757390246,17.3780886117812,2.95532018795803,5.88027269687774,4.0959112032054e-09,0.000295364348685548,"ENST00000676933"
"ENST00000486181.5",105.216722730921,20.8397757411637,3.3517331315007,6.21761188123977,5.04778230058948e-10,3.64005677260108e-05,"ENST00000486181"
"ENST00000535926.3",18.4603853465022,-26.1051067200615,4.86477047198873,-5.36615383405533,8.04333473375431e-08,0.00580020954320491,"ENST00000535926"
"ENST00000452931.1",47.008612741847,17.6502156359191,3.15758733583754,5.5897790808809,2.27358682267029e-08,0.001639528929564,"ENST00000452931"
"ENST00000683263.1",28.6412046924056,-22.5859426303696,3.9552066130842,-5.71043306704969,1.12689050515655e-08,0.00081262328107849,"ENST00000683263"
"ENST00000695392.1",90.1809839720725,-21.2928346775555,2.50191126269433,-8.51062745311961,1.72994631573488e-17,1.24749888720274e-12,"ENST00000695392"
"ENST00000646897.1",20.514812853173,-21.5788363208007,2.51613968184527,-8.57616787990696,9.80863518584394e-18,7.07320300521579e-13,"ENST00000646897"
"ENST00000306026.6",60.024533969515,20.0445466712101,3.50438379567157,5.719849148934,1.06618669396963e-08,0.000768848548755382,"ENST00000306026"
"ENST00000621469.5",209.928146068943,20.5009020728044,3.35186687099095,6.11626382009125,9.57946872007148e-10,6.90794648341794e-05,"ENST00000621469"
"ENST00000394783.7",89.5305923817131,-21.6588906614848,3.67473725865411,-5.89399707706381,3.76963839510527e-09,0.000271836163947832,"ENST00000394783"
"ENST00000341455.10",23.7631147076859,-21.9241507860179,4.1213437997195,-5.31966073480938,1.03960931364667e-07,0.00749683068256885,"ENST00000341455"
"ENST00000383716.7",85.04227646843,-23.6219104099315,4.31153178026491,-5.47877450841382,4.28281743819072e-08,0.00308842531102809,"ENST00000383716"
"ENST00000295900.10",24.5941484529287,-30,4.95305009934733,-6.05687392581657,1.38792280812885e-09,0.000100085889539788,"ENST00000295900"
"ENST00000341893.8",102.84117664356,20.3002524848319,3.4143144443966,5.94563061353289,2.75394551077753e-09,0.000198592518673189,"ENST00000341893"
"ENST00000704536.1",53.08984365498,-21.901773241234,3.2553797755952,-6.72787040253377,1.72164151776616e-11,1.24151013129153e-06,"ENST00000704536"
"ENST00000704548.1",50.3742373032029,-23.13781291501,4.36487821023496,-5.30090687542104,1.15228857275594e-07,0.00830938335585763,"ENST00000704548"
"ENST00000479352.5",23.5085014344983,18.5303089129096,3.38847130700604,5.46863385698328,4.53517500016735e-08,0.00327040539612068,"ENST00000479352"
"ENST00000441925.2",39.182881757861,19.4799656759204,3.43885630512405,5.66466404743182,1.47312868673974e-08,0.00106230255858176,"ENST00000441925"
"ENST00000329463.9",93.2679135943884,20.0750139742318,2.87390222758821,6.98528077313155,2.84286857433836e-12,2.05004938632688e-07,"ENST00000329463"
"ENST00000465563.5",33.3174137461969,-20.2222595312628,2.74802197072806,-7.35884201315361,1.85512427665839e-13,1.3377672183839e-08,"ENST00000465563"
"ENST00000381916.7",44.5877389629791,-23.1830217294343,4.39289029672988,-5.27739601116195,1.31032516689752e-07,0.00944901684353139,"ENST00000381916"
"ENST00000657098.1",21.6357144888664,19.2421870187866,3.27680804009677,5.87223504804947,4.29958538307813e-09,0.00031005170114453,"ENST00000657098"
"ENST00000509465.5",55.20608673358,20.3827798027894,3.64474678350788,5.59237198452837,2.23988292767914e-08,0.00161522437680798,"ENST00000509465"
"ENST00000483348.5",31.1613414559402,-22.1145868447205,2.48769603449694,-8.88958559971035,6.1337236448067e-19,4.42315079474301e-14,"ENST00000483348"
"ENST00000243706.8",106.573685172672,-24.589222869048,3.30212562916941,-7.44648315371119,9.58612709574904e-14,6.91274797128655e-09,"ENST00000243706"
"ENST00000507555.1",18.252128586511,-20.9730656462153,3.87341778383184,-5.41461489998825,6.14207521896884e-08,0.00442917328190281,"ENST00000507555"
"ENST00000314262.10",79.6231614318124,20.8392186338408,3.34371337496197,6.23235794966361,4.59466117266982e-10,3.31330206483566e-05,"ENST00000314262"
"ENST00000503068.1",36.5896398640954,18.650305716562,2.36972038683848,7.87025584121511,3.53916738272509e-15,2.55216438303072e-10,"ENST00000503068"
"ENST00000443462.6",74.2684018407005,-22.1352914269289,3.7341011334322,-5.92787678639632,3.06876613978655e-09,0.000221294863872287,"ENST00000443462"
"ENST00000352981.7",51.7264800940237,20.074809328913,3.52264561620804,5.69878764884745,1.20662408039296e-08,0.00087012075685297,"ENST00000352981"
"ENST00000265164.7",60.9145677953823,-22.9799197628713,2.91307329960193,-7.88854841586427,3.05721620165146e-15,2.2046197473349e-10,"ENST00000265164"
"ENST00000692168.1",23.172375510855,-21.3478569637851,2.72387154811701,-7.8373214693412,4.6025865484018e-15,3.3190172117835e-10,"ENST00000692168"
"ENST00000432059.6",121.788770299686,-22.5518606434567,2.67724657888441,-8.42352767254404,3.6531475498007e-17,2.63435776111228e-12,"ENST00000432059"
"ENST00000438320.7",106.355279861145,21.0528805826584,2.59013628335456,8.12809762866693,4.36079943918625e-16,3.14465969158599e-11,"ENST00000438320"
"ENST00000503534.5",19.5934355670572,19.0853291182731,3.36973270960545,5.66375162750155,1.48098730118354e-08,0.00106796956262947,"ENST00000503534"
"ENST00000691787.1",21.0270969225506,-21.0476762350435,3.29966333349795,-6.37873446704971,1.78557314953454e-10,1.28761250959234e-05,"ENST00000691787"
"ENST00000662525.1",309.255709183331,-23.8659615922471,3.57101349463843,-6.68324598271044,2.3370679362115e-11,1.68530643016084e-06,"ENST00000662525"
"ENST00000698642.1",63.7292801843696,-23.6752100271975,3.64327221560826,-6.49833683186497,8.12128127252488e-11,5.85641835124314e-06,"ENST00000698642"
"ENST00000510609.5",27.7462892258434,-21.496949870416,3.44301901292314,-6.24363379630746,4.27520274944858e-10,3.08293420668236e-05,"ENST00000510609"
"ENST00000617335.4",62.1402112206464,-23.1738223647198,3.13098457081031,-7.40144891826225,1.34706496872012e-13,9.71395490243452e-09,"ENST00000617335"
"ENST00000505980.5",10.4388709957039,-19.5281433922225,3.67694087562541,-5.31097563240012,1.0903991084642e-07,0.00786308605095701,"ENST00000505980"
"ENST00000506290.1",67.9036160925705,19.1713494651867,2.58586988881169,7.41388789441247,1.22649607468588e-13,8.84450849377481e-09,"ENST00000506290"
"ENST00000698483.1",58.5941733526212,-22.5350740527331,4.12754043038148,-5.45968584265335,4.76977826967128e-08,0.00343958250582536,"ENST00000698483"
"ENST00000684043.1",66.1316037836397,20.2926895328653,3.30190686459337,6.14574861285928,7.95872475731082e-10,5.73919559699198e-05,"ENST00000684043"
"ENST00000504926.5",48.3436926515964,19.6113525659042,3.00523028974846,6.52574035101508,6.7666453297705e-11,4.87956328020411e-06,"ENST00000504926"
"ENST00000647330.1",25.9128519389946,-21.4425677785365,2.92945705555588,-7.31963888593947,2.48639127676852e-13,1.79298647750332e-08,"ENST00000647330"
"ENST00000443674.5",27.7940577672377,19.5299680938521,3.03341375921835,6.43828031520652,1.20834689605891e-10,8.71363113686e-06,"ENST00000443674"
"ENST00000396551.9",54.564647269018,19.8480430784864,3.50521246473433,5.66243652222968,1.49238590752324e-08,0.00107618932563316,"ENST00000396551"
"ENST00000697839.1",67.2977028750929,20.2829108178618,2.24530407597833,9.03348060285514,1.66296466609099e-19,1.19919708001153e-14,"ENST00000697839"
"ENST00000437840.6",79.0718674736,-22.7764383710502,4.12331884304614,-5.52381206451255,3.31722289699529e-08,0.00239211577548124,"ENST00000437840"
"ENST00000414083.6",111.836911035268,21.4230871706023,3.3739684184502,6.34952213940486,2.15984782577966e-10,1.55750946412623e-05,"ENST00000414083"
"ENST00000703809.1",247.24402691574,-24.5739172672858,4.37067183614954,-5.62245764233236,1.88259736833713e-08,0.00135757861425527,"ENST00000703809"
"ENST00000689560.1",59.4390214813749,-8.56919009408405,1.59108920872619,-5.38573830247045,7.21478737776447e-08,0.00520272747385351,"ENST00000689560"
"ENST00000418635.6",38.9278381268927,-22.3999860179519,3.57753160564457,-6.2612964711785,3.81789882589774e-10,2.75316320133138e-05,"ENST00000418635"
"ENST00000472118.5",99.5059038764533,-23.6666380013621,3.1727207783478,-7.45941406595715,8.69080888670454e-14,6.26711610438038e-09,"ENST00000472118"
"ENST00000643776.1",206.601598963798,20.010796610132,2.97621140071487,6.72358038992979,1.77312583336193e-11,1.27863650095395e-06,"ENST00000643776"
"ENST00000650124.1",57.558808867274,-23.0827918071897,3.8248009471028,-6.03503087518173,1.58932296872308e-09,0.000114609257920559,"ENST00000650124"
"ENST00000370398.6",89.9648035363355,-22.654864421819,3.36959694671341,-6.72331580900671,1.77634995160219e-11,1.28096147709937e-06,"ENST00000370398"
"ENST00000663448.1",12.4037974733144,-21.1988322704138,3.68891692554582,-5.74662772251973,9.1040867965124e-09,0.000656513907070102,"ENST00000663448"
"ENST00000695953.1",22.2942374048981,-21.5099682661969,4.06134238245827,-5.29627060232663,1.18191651961387e-07,0.00852303640623957,"ENST00000695953"
"ENST00000431946.1",10.0408758826662,-21.2942205822882,3.2377919466525,-6.57677236003504,4.80769951280696e-11,3.46692827267536e-06,"ENST00000431946"
"ENST00000676442.1",9.43393240847659,-30,5.52467975748968,-5.43017899984695,5.62975560443712e-08,0.0040597293614717,"ENST00000676442"
"ENST00000368332.7",47.8585460553044,-21.95241856751,4.09612889721605,-5.35930853700187,8.35410767666512e-08,0.00602431412779675,"ENST00000368332"
"ENST00000528402.5",36.4853978327185,18.0945808572661,3.02387849420499,5.98389812684038,2.17859604355141e-09,0.00015710291789258,"ENST00000528402"
"ENST00000368136.3",195.156246991221,-24.3785991917868,2.42596662457513,-10.0490249720795,9.27808450955752e-24,6.69061230153212e-19,"ENST00000368136"
"ENST00000368060.7",66.2374839533655,-23.9416732023898,3.83546515500827,-6.24218243023986,4.31507247522205e-10,3.11168506333212e-05,"ENST00000368060"
"ENST00000414770.6",36.4347087130083,19.3123361736177,3.15757395526137,6.11619440977406,9.58363994829993e-10,6.91095443951805e-05,"ENST00000414770"
"ENST00000638262.1",22.5865363349902,-21.6269827005608,3.54035052319752,-6.10871227548058,1.00438207895867e-09,7.24280004778679e-05,"ENST00000638262"
"ENST00000422970.6",20.187371207751,-29.219078410564,5.52467975747599,-5.2888275326773,1.2310289507243e-07,0.00887719596946306,"ENST00000422970"
"ENST00000476238.6",60.1704424368686,-28.1712575809242,4.05938957705661,-6.93977679307899,3.92719941512893e-12,2.83198204223777e-07,"ENST00000476238"
"ENST00000705249.1",108.920764455261,20.5820705738568,3.36886033649241,6.10950544636898,9.99403456118785e-10,7.20689820276379e-05,"ENST00000705249"
"ENST00000382384.6",88.4860590150828,-22.7508212157486,3.21580543781568,-7.07468833413067,1.49785014704074e-12,1.08012969803402e-07,"ENST00000382384"
"ENST00000699752.1",87.5863076465302,21.0816340178103,3.71566964167879,5.67371054233049,1.39737170107118e-08,0.00100767268107645,"ENST00000699752"
"ENST00000699820.1",77.0978722512729,19.7278804060108,2.81589736532833,7.00589469236943,2.45412456610057e-12,1.76971830710644e-07,"ENST00000699820"
"ENST00000426246.2",27.2683781588532,-22.2265025548207,3.75653670398341,-5.91675372990549,3.2835777124885e-09,0.000236785356002971,"ENST00000426246"
"ENST00000396741.3",60.9275820971126,-21.4892417726915,2.88287563908489,-7.45409946976164,9.04837150263799e-14,6.52496165798231e-09,"ENST00000396741"
"ENST00000636849.1",87.356204956446,19.2757000607535,3.48766124675672,5.52682691837648,3.26074359737043e-08,0.00235138742293576,"ENST00000636849"
"ENST00000409367.6",18.7391480783566,-21.3236817145446,3.54099332656045,-6.02194913912968,1.72329052588908e-09,0.000124269926402914,"ENST00000409367"
"ENST00000697860.1",76.902977791637,-21.7918394402159,3.68728113425714,-5.91000215246842,3.42103260845608e-09,0.000246697503460985,"ENST00000697860"
"ENST00000547146.6",28.0697638266212,-21.226320362381,3.10144286785827,-6.84401463020954,7.70040519770181e-12,5.55291619616673e-07,"ENST00000547146"
"ENST00000265723.8",56.2544634706338,20.4585147337306,2.41476222162232,8.47226884309371,2.406589148223e-17,1.73543956656657e-12,"ENST00000265723"
"ENST00000359206.8",86.9431860116325,-9.42922836982283,1.63430501087786,-5.76956462047311,7.94765978854524e-09,0.000573121642671575,"ENST00000359206"
"ENST00000692281.1",49.3522125466192,-23.8686931987956,4.29138572321981,-5.5620013530005,2.66698224462534e-08,0.00192321423624423,"ENST00000692281"
"ENST00000444334.5",163.683674333948,-21.998142922869,2.99868686607852,-7.33592532508627,2.20194776084121e-13,1.58786856929781e-08,"ENST00000444334"
"ENST00000451682.5",58.8649147612558,20.1859905152923,3.57554210858378,5.64557482537597,1.64630248201213e-08,0.00118718164582859,"ENST00000451682"
"ENST00000323716.8",70.8825132675289,19.894047121852,3.19690829775573,6.22290202562826,4.88042169747918e-10,3.51936969448619e-05,"ENST00000323716"
"ENST00000675041.1",31.3523265043732,-22.6837390972177,3.91561974627018,-5.79314146089521,6.90818720753286e-09,0.000498163195909609,"ENST00000675041"
"ENST00000354475.5",93.1463542684942,21.1238245134027,2.97941302073628,7.08992823968477,1.34181559715752e-12,9.6761006342223e-08,"ENST00000354475"
"ENST00000472616.1",49.3355567675096,-23.0561543046047,4.30439092591909,-5.35642665859437,8.48839325151162e-08,0.00612115014153006,"ENST00000472616"
"ENST00000521015.5",83.6025839510333,20.4416449749081,3.6567824092876,5.59006325423954,2.2698691072176e-08,0.00163684801059675,"ENST00000521015"
"ENST00000677137.1",54.3520686752305,20.6497191200798,3.70075224528163,5.57987072666313,2.40697407165546e-08,0.00173571714255218,"ENST00000677137"
"ENST00000649919.1",145.502168708785,21.4627124702602,3.34728842393188,6.41196985500552,1.43651246566187e-10,1.03589786923809e-05,"ENST00000649919"
"ENST00000617200.1",162.650155401906,-23.3947628125468,3.4561313163473,-6.76906074196049,1.29621118937727e-11,9.34723812883737e-07,"ENST00000617200"
"ENST00000517371.5",59.0340958048772,-22.3484098868311,3.95968192589465,-5.64399118542374,1.66152584051811e-08,0.00119815951411442,"ENST00000517371"
"ENST00000523924.5",16.3112745115659,-20.9364412210567,3.85129944188499,-5.4362018682218,5.44282882792052e-08,0.00392493272439004,"ENST00000523924"
"ENST00000262580.9",190.271587574037,-22.29773509501,3.84046089768781,-5.80600497935926,6.39810597699622e-09,0.000461380218213151,"ENST00000262580"
"ENST00000526341.6",37.7668054333088,-22.3762788791327,3.83577288253657,-5.83357762942821,5.42513487469472e-09,0.000391217326083985,"ENST00000526341"
"ENST00000529163.5",433.98461196543,-25.1408584816774,4.08187314739246,-6.15914742420097,7.3137617794447e-10,5.27409989439316e-05,"ENST00000529163"
"ENST00000379239.9",18.3923467013691,16.9107988760739,2.96148770813576,5.71023773950396,1.12818464572968e-08,0.000813556511728586,"ENST00000379239"
"ENST00000377066.9",61.3603107570053,-22.8341654186396,3.97444510760386,-5.74524614139305,9.17873675775878e-09,0.000661897065075501,"ENST00000377066"
"ENST00000537329.1",23.4786665883636,-21.686886975124,3.7419548578774,-5.79560358123232,6.80758953112097e-09,0.000490908896268195,"ENST00000537329"
"ENST00000684557.1",22.2895853235596,18.6893405256734,3.09763363500035,6.03342510053525,1.60520408694098e-09,0.000115754477117488,"ENST00000684557"
"ENST00000688949.1",65.4843216599976,-21.3402754835936,3.18267296001844,-6.7051424232636,2.01210022663304e-11,1.45096571542962e-06,"ENST00000688949"
"ENST00000687279.1",97.6350003046999,21.9891412434878,3.64452797213894,6.03346754685012,1.60478230969805e-09,0.000115724061916946,"ENST00000687279"
"ENST00000419155.5",50.3518833751254,-22.5304946231566,3.67336801519932,-6.13347057249151,8.59823293601792e-10,6.20035773482124e-05,"ENST00000419155"
"ENST00000689304.1",51.060600428017,20.1265590025354,3.62236942224596,5.55618620202918,2.75732731547233e-08,0.00198836387373341,"ENST00000689304"
"ENST00000539416.5",199.010660513886,21.0229075940516,3.88626182271876,5.40954484104838,6.31851292476574e-08,0.00455640604030707,"ENST00000539416"
"ENST00000674970.1",49.0986596993849,19.075582599767,3.50185246221402,5.44728334662808,5.11449541795182e-08,0.00368816493579342,"ENST00000674970"
"ENST00000625282.2",27.9409322159952,-21.2184375395903,3.97146319904803,-5.34272545813252,9.15593828479401e-08,0.00660253021593066,"ENST00000625282"
"ENST00000644097.1",64.4446104537693,-18.6447681460264,3.44260283887959,-5.41589286323089,6.09836107931765e-08,0.00439765014151754,"ENST00000644097"
"ENST00000358220.5",79.1509013135561,-23.5804514822526,2.79206827040829,-8.44551393394274,3.02710726104408e-17,2.18290758808411e-12,"ENST00000358220"
"ENST00000704673.1",70.9534225689542,20.9332492388089,2.86507242377339,7.30635954090096,2.74477130983249e-13,1.9793094869464e-08,"ENST00000704673"
"ENST00000699050.1",82.0076739705049,-23.1413894473991,4.35275157174479,-5.31649671844766,1.05784129425009e-07,0.00762830514109627,"ENST00000699050"
"ENST00000298428.14",31.3505465332366,-27.3594951515786,4.83922342136994,-5.65369539061979,1.57034409289499e-08,0.00113240653226843,"ENST00000298428"
"ENST00000697574.1",21.6223923784026,-21.5764611500348,3.32286795308243,-6.49332487919648,8.39623536000347e-11,6.0546932428057e-06,"ENST00000697574"
"ENST00000679755.1",45.448262342856,-22.1869267661521,3.62988904342462,-6.11228786905834,9.8212813002156e-10,7.08232237121147e-05,"ENST00000679755"
"ENST00000492654.3",49.5860769533454,-22.6993266303028,3.99153708539218,-5.68686351765976,1.29393784095843e-08,0.000933084455871942,"ENST00000492654"
"ENST00000357540.8",94.531488070544,-23.3153062197098,3.20787292797767,-7.2681514334199,3.64440119532434e-13,2.62805058997229e-08,"ENST00000357540"
"ENST00000700247.1",14.8860670600062,-21.5807854676296,3.99413774104854,-5.4031149816992,6.54934468311632e-08,0.00472286343788884,"ENST00000700247"
"ENST00000454935.1",55.1349914128426,-28.3094929495406,3.81528878487843,-7.42001314860958,1.17108707514415e-13,8.44494311627953e-09,"ENST00000454935"
"ENST00000392955.7",84.7614548782987,-22.6130944121648,3.86099363685727,-5.85680696189159,4.71851040291904e-09,0.000340261222175298,"ENST00000392955"
"ENST00000368988.5",26.1774069770682,-22.8384128545495,3.64950821118547,-6.25794258649738,3.90089366534415e-10,2.81301243995297e-05,"ENST00000368988"
"ENST00000529255.1",78.9754085004833,-23.3301408109543,4.22866319025361,-5.51714330541305,3.4455446589437e-08,0.00248465116445748,"ENST00000529255"
"ENST00000331588.4",139.643706254364,-25.0531061678523,3.60818832834788,-6.94340313974788,3.82765084162184e-12,2.76019557491034e-07,"ENST00000331588"
"ENST00000445086.6",28.582597121265,-21.5598440437895,3.94780031097415,-5.46122963308379,4.72847946280195e-08,0.00340980111021574,"ENST00000445086"
"ENST00000528883.5",42.6562995039106,-20.544907012385,3.47422549552222,-5.91352145646978,3.34869881465384e-09,0.000241481368922318,"ENST00000528883"
"ENST00000432887.5",30.5495077894523,-23.2859253039201,3.51880015294307,-6.61757539269291,3.65138009028818e-11,2.63308321070861e-06,"ENST00000432887"
"ENST00000529052.5",48.5779674047245,-22.9430405356289,3.60172577772031,-6.3700131413532,1.8901200455621e-10,1.36300336725574e-05,"ENST00000529052"
"ENST00000532245.5",19.2348920543123,-20.3765934662418,2.84075060358616,-7.1729610619526,7.33927332294573e-13,5.29249677864262e-08,"ENST00000532245"
"ENST00000534579.5",53.4642191589945,19.7909502709959,3.07572267097166,6.43456916898938,1.23824041887907e-10,8.92919930862072e-06,"ENST00000534579"
"ENST00000698869.1",80.591663163599,20.4377331257212,3.71121709871542,5.50701631893089,3.6496644040644e-08,0.00263184599505892,"ENST00000698869"
"ENST00000652094.1",72.6912035410655,-22.1487281549866,4.17109858147538,-5.31004667531791,1.09597163294654e-07,0.00790327063950406,"ENST00000652094"
"ENST00000534650.5",56.6273981456445,19.8359707511633,3.52129496674966,5.63314659478044,1.76950919754372e-08,0.00127602847253273,"ENST00000534650"
"ENST00000690257.1",22.4092736609475,18.898810337282,3.47889146953217,5.43242308729551,5.55939181226248e-08,0.00400898862365872,"ENST00000690257"
"ENST00000698839.1",59.5371325199319,19.0218481985868,2.46091372543083,7.72958759261529,1.07895548439344e-14,7.78056378905797e-10,"ENST00000698839"
"ENST00000411840.6",58.567589904131,-21.2758778987072,3.21037762154425,-6.62721972515903,3.42068278733009e-11,2.46672277159947e-06,"ENST00000411840"
"ENST00000263360.11",146.080427838116,-23.1055605366892,3.31856365661336,-6.96251840480551,3.34242913022072e-12,2.41029249438477e-07,"ENST00000263360"
"ENST00000263464.9",417.23680103243,-25.8109144086607,4.12836548718307,-6.25209044325007,4.04994729044262e-10,2.92049799008398e-05,"ENST00000263464"
"ENST00000532163.5",26.9759887660333,18.0142408890335,3.40167079581009,5.29570377921991,1.18558896035446e-07,0.00854951911090807,"ENST00000532163"
