UniqueCount	AmbigCount
44	184
0	184
1068	0
11	0
1670	0
586	0
1980	0
971	0
392	0
162	0
809	20
1391	22
789	2
1510	0
521	0
2935	0
197	0
2036	0
2305	0
1947	0
291	0
87	0
317	0
195	0
757	0
1797	359
0	359
381	0
662	0
1251	0
310	0
515	0
340	0
152	0
318	0
293	0
163	0
1183	0
1617	0
187	0
149	5
100	5
1151	0
809	0
106	0
701	0
473	19
112	19
65	0
311	0
500	0
196	0
75	0
31	0
706	0
1371	0
745	0
1606	0
147	0
112	0
565	0
249	0
35	8
152	8
49	0
87	1619
0	1619
423	0
0	0
1	0
10	110
17	0
417	110
1185	158
179	177
1518	19
3239	0
91	0
84	0
435	0
252	0
708	0
