UniqueCount	AmbigCount
0	7
0	1
0	1012
0	0
0	0
0	1
0	0
0	4
0	4
0	0
0	0
0	0
0	0
3	53
0	10
0	21
0	17
0	3
0	31
0	8
4	245
3	69
0	23
107	49
0	24
0	168
0	26
0	21
0	65
0	0
0	0
0	1
3	1259
0	195
0	220
0	205
0	188
0	136
20	53
0	0
0	126
0	0
0	0
0	0
0	2
0	22
0	0
0	9
0	66
3	40
0	9
4	46
0	287
0	188
0	185
0	169
0	193
0	143
2	57
0	150
0	161
2	41
0	32
0	21
0	9
0	32
0	37
0	18
0	0
0	0
0	9
0	1
0	379
0	4
0	2
0	14
0	3
0	3
4	50
0	3
0	1
0	89
0	9
0	0
0	23
0	70
0	9
0	10
0	0
0	0
0	13076
445	30986
0	74744
2	0
1	23947
2	76
984	45746
4	21139
0	0
0	1
7	1654
1	16
0	0
0	0
0	39
0	19
0	19
0	20
0	19
0	20
0	88
0	88
0	20
0	19
0	24
0	19
0	19
0	19
0	19
0	84
0	83
0	5
0	2
0	2
0	6
0	1
0	2
0	2
0	1
0	1
0	1
0	1
0	1
0	2
1	14
0	0
0	0
0	65
7	19
0	19
0	0
47	36
0	14
0	83
0	78
27	127
9	133
0	255
7	156
0	115
0	142
12	31
0	110
0	145
0	110
0	116
0	16
0	80
1	95
0	38
0	97
0	119
0	119
0	80
0	39
4	87
0	75
0	86
0	113
0	118
0	96
0	130
0	96
0	85
0	101
0	86
0	47
0	104
0	124
0	97
1	47
0	28
0	94
0	38
0	73
1	25
0	1
0	1
0	61
0	32
0	50
0	3
0	0
2	0
9	3
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
143	4979
11	2125
79	4751
0	0
0	1086
25	105
159	121
42	39
10	82
36	11
12	24
0	24
2	25
0	5
0	2
0	0
0	0
0	0
0	0
3	0
0	87
2	79
7	79
0	61
0	5381
0	3887
202	5381
0	27
1	0
0	2116
0	2069
0	1988
0	2035
0	95
4	121
5	74
1	31
10	68
64	594
0	100
0	41
0	40
0	23
0	40
0	51
0	40
2	47
0	40
7	28
0	26
4	0
1	2
0	1
3	278
0	258
0	275
0	271
48	241
0	267
18	294
1	57
1	210
0	121
0	80
0	81
0	39
1	42
0	28
0	21
0	17
2	17
1	10
3	20
1	0
0	0
0	0
0	0
0	0
2	13
0	0
0	0
1	13
0	0
0	0
0	0
0	0
0	0
0	79
1	115
7	59
1	63
0	32
0	37
0	42
0	42
1	38
0	41
0	27
0	43
0	23
0	27
0	35
0	33
0	29
0	13
0	1734
0	1657
1	1578
119	1126
6	1038
0	634
0	374
583	0
1	5
0	2
1	7
1	4
1	4
8	1
2	1131
0	1175
0	1134
2	754
0	839
0	655
0	703
6	209
0	616
2	456
0	216
0	297
0	345
0	303
1	298
2	61
0	127
1	118
4	177
9	37
1	1
7	0
0	34
0	25
4	33
0	32
0	3
0	33
0	1
1	12
22	594
3	597
11	437
0	421
2	30
0	74
0	105
1	32
39	120
0	72
27	58
0	48
1	5
0	0
8	355
0	180
1	118
0	225
1	96
1	227
0	174
0	1576
0	2199
0	2196
0	1742
0	590
0	1976
0	2208
0	1743
67	1651
4	1346
1	1709
0	2197
0	1769
0	1613
0	1842
0	1962
0	858
0	521
1	545
0	1592
0	575
0	753
0	586
0	388
0	480
0	741
0	183
3	284
0	730
0	503
0	515
0	614
0	538
0	539
0	77
2	53
0	380
0	449
0	404
4	322
0	335
0	356
0	237
0	192
0	211
0	224
0	35
1	60
2	3
0	0
16	0
0	143
187	164
1	45
9	0
0	861
37	861
0	187
0	227
3	129
4	54
4	75
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	1676
3	1604
15	1598
1	1666
17	463
1	114
0	0
0	1139
19	1382
1	1165
12	789
0	2067
0	1333
0	1585
0	1608
0	744
0	869
0	315
0	328
7	255
2	338
0	516
31	94
1	241
10	58
2	122
0	459
0	455
0	528
0	512
0	495
0	507
0	438
0	442
0	470
0	44
0	464
0	470
0	477
0	224
4	1797
1	1126
53	1554
21	322
16	705
1	416
0	19
75	167
0	6
0	6
0	6
0	0
0	0
0	0
1	5
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
8	839
0	56
8	0
13	4469
0	3404
119	4005
5	875
94	2715
114	2298
0	28
1	30
0	26
0	4075
5	3474
0	3966
0	3575
2	3729
4	254
0	931
3	1028
0	0
0	0
1	0
200	1667
5	1287
0	503
720	283
0	24
6	317
0	0
76	0
5	0
44	0
6	472
0	457
0	468
0	469
0	450
0	461
0	464
6	67
0	33
0	437
1	40
0	383
0	27
0	16
1	38
0	466
2	194
0	25
0	441
1	393
2	17
2	11
0	420
0	39
3	19
0	27
0	52
0	166
0	109
20	263
0	174
2	127
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	2632
0	2503
0	2337
0	2130
0	1981
0	2107
0	2107
0	2107
0	603
1	2
0	165
0	1190
0	1174
13	490
10	203
1	3
0	0
0	1
18	2405
0	2240
0	665
1	1885
0	2104
0	1941
0	2086
0	2179
0	2134
0	1992
26	285
0	422
0	271
0	98
0	662
0	221
0	250
0	407
4	408
1	296
1	97
0	69
11	68
46	1984
0	2
1	8
0	0
0	0
2	170
5	28
0	152
0	88
1	3551
2	3475
11	3331
9	1952
6	202
2	1035
5	641
0	420
0	895
0	534
1	376
0	672
17	715
0	611
8	592
7	374
0	9
0	6899
0	7758
0	8019
0	7394
0	7541
2	7743
0	7417
0	6854
0	7705
0	7536
0	4005
0	7646
0	7667
0	7569
0	7662
0	7466
0	7426
0	6620
9	6965
0	6376
2	6767
5	6525
0	4618
0	4157
17	1584
0	2679
0	1875
0	1190
0	137
0	550
2	1
0	2
0	2
0	2
0	2
1	2
1	4
0	4
5	6
0	5
0	79
0	72
0	20
6	32
8	23
0	3
0	0
0	0
0	0
0	0
0	0
3	18
0	0
0	0
0	51
0	0
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	35
0	0
0	0
0	0
0	0
0	0
0	0
0	338
0	60
0	24
0	22
0	23
0	23
0	282
0	22
0	229
0	34
0	57
0	42
0	55
0	42
0	80
0	61
0	47
0	28
0	22
0	57
0	28
0	261
0	64
1	184
0	189
0	39
8	23
4	0
3	0
0	290
0	379
2	417
0	457
0	348
94	503
0	407
0	507
0	510
2	539
10	495
0	369
0	409
0	1
0	0
0	0
0	35
883	57
0	0
0	19
3	22
0	1
0	1
0	44
0	40
4	42
0	9
5	23
0	15
16	28
0	28
8	21
0	14
0	7
1	0
33	2
0	2
1	0
0	1265
0	447
0	1522
1	777
11	81
1	1300
1	645
135	985
4	460
2	510
0	525
0	455
0	467
3	168
4	72
3	40
1	43
1	35
0	0
0	13
0	12
0	12
0	15
0	12
0	9
0	5
0	0
2	0
0	572
0	534
0	411
1	142
2	35
2	42
4	40
2	91
1	161
4	65
3	15
0	24
3	0
0	34
0	34
0	60
0	13
43	71
1	32
48	83
0	19
0	388
0	454
7	453
0	454
0	418
6	932
0	721
1	287
0	301
99	400
129	1014
0	930
0	188
1	323
1	1
2	172
0	25
6	0
0	0
0	209
0	208
0	764
0	742
0	786
0	757
0	293
0	777
0	253
0	131
0	117
0	144
0	727
2	94
6	632
0	2
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	8
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
1	40
0	40
1	30
1	3
2	31
0	4
0	4
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
59	519
0	519
51	557
28	557
111	154
4	332
0	176
0	110
0	57
0	256
0	183
0	77
0	20
0	17
0	10
0	19
0	17
0	8
0	10
0	7
0	6
0	16
0	3
0	0
0	8
1	6
0	0
0	0
0	128
0	16
0	255
0	208
0	272
0	481
0	168
1	11
0	305
0	10
0	347
0	370
0	429
0	417
0	225
0	297
0	257
0	247
0	299
1	370
0	283
0	65
0	124
0	56
0	220
0	204
5	66
0	199
0	42
0	0
0	13
0	0
0	0
1	5
0	3
0	5
0	1
1170	293
4	289
3	129
0	0
0	0
1	950
0	1078
0	1087
0	1079
0	1018
1	1079
3	1079
0	1033
0	1006
0	1060
1	1029
0	1046
0	1036
0	888
0	952
0	932
1	69
0	661
0	302
3	633
0	62
0	113
1	424
0	236
0	156
1	115
0	15
0	286
1	285
0	283
0	286
0	285
0	292
0	286
0	281
1	28
2	55
3	727
38	714
0	733
0	721
0	701
0	686
0	684
0	683
0	688
3	376
0	87
0	0
0	0
0	2
2	12
