UniqueCount	AmbigCount
50	264
0	264
889	0
6	0
3502	0
1030	0
2911	0
887	0
429	0
175	0
767	16
1306	16
671	0
1746	0
597	0
3615	0
224	0
1989	0
2247	0
1997	0
352	0
109	0
340	0
189	0
663	0
1489	290
0	290
511	0
610	0
1341	0
255	0
434	0
368	0
138	0
328	0
559	0
165	0
1179	0
1676	0
262	0
114	4
118	4
1389	0
586	0
110	0
987	0
622	26
134	26
92	0
334	0
436	0
175	0
77	0
27	0
621	0
1130	0
548	0
1314	0
174	0
149	0
577	0
272	0
44	6
117	6
61	0
103	1246
0	1246
316	0
0	0
2	0
52	175
29	0
591	175
1361	183
280	199
2096	16
3630	0
110	0
83	0
694	0
369	0
1590	0
