UniqueCount	AmbigCount
56	323
0	323
1293	0
9	0
1536	0
4467	0
1590	0
73388	0
3784	0
1268	0
529	0
205	0
975	27
1659	28
896	1
1333	0
519	0
839	0
4772	0
277	0
3010	0
3379	0
2945	0
435	0
147	0
452	0
275	0
994	0
2114	426
0	426
568	0
488	0
1190	0
345	0
641	0
518	0
200	0
524	0
724	0
277	0
1728	0
2444	0
318	0
189	4
135	4
1926	0
894	0
160	0
1486	0
806	54
200	54
135	0
324	0
673	0
293	0
102	0
41	0
1195	0
1710	0
832	0
2077	0
234	0
205	0
835	0
425	0
35	13
144	13
38	0
130	1982
0	1982
505	0
419	0
0	0
1	0
215	90
24	0
341	90
1365	91
501	117
633	741
1927	760
4284	0
151	0
111	0
1306	0
667	0
3710	0
