UniqueCount	AmbigCount
0	11
0	2
0	733
0	0
0	4
0	2
0	0
0	5
0	5
0	0
0	0
0	0
0	0
1	69
0	11
0	15
0	26
0	10
0	37
1	7
4	220
3	66
0	37
74	27
0	14
0	178
1	46
0	16
4	74
0	0
0	0
0	2
2	982
0	194
1	238
0	205
0	196
0	133
43	98
0	0
0	107
0	0
0	0
0	0
0	0
0	20
0	0
0	6
1	43
1	33
0	12
6	27
0	250
0	187
0	191
0	156
0	169
0	132
1	37
0	161
0	134
0	49
0	47
0	21
1	15
2	22
0	38
0	26
0	0
0	0
0	7
0	0
0	343
0	16
0	6
0	12
0	1
0	1
1	39
0	3
0	1
0	63
0	6
0	0
0	15
0	51
0	7
0	12
0	0
0	0
2	8783
648	19456
3	86695
5	1
0	22375
0	60
907	39807
1	22043
0	0
0	0
10	1439
0	9
0	0
0	0
0	51
0	15
0	14
0	14
0	14
0	13
0	57
1	55
0	13
0	13
0	25
0	13
0	14
0	14
0	14
0	53
0	54
1	8
0	2
2	2
0	6
0	0
0	0
0	1
0	2
0	2
0	2
0	2
0	1
0	2
1	23
0	3
0	3
0	41
6	23
0	22
0	0
37	29
0	7
0	47
0	49
12	75
5	53
0	136
2	115
0	73
0	90
2	13
0	65
0	84
0	65
0	73
0	4
0	41
0	54
0	14
0	54
0	67
0	72
0	53
0	16
1	47
0	54
0	49
0	63
0	68
0	59
0	85
0	55
0	44
0	59
0	51
0	18
0	66
0	84
0	56
0	18
0	10
0	36
0	14
0	52
1	16
9	1
0	1
0	61
0	39
0	49
0	2
0	0
2	0
2	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
66	2006
5	843
60	1920
0	0
0	457
6	39
92	81
18	27
5	54
16	11
6	25
0	26
1	27
0	8
0	4
0	0
0	0
0	0
0	0
1	0
0	55
2	47
3	49
1	36
0	5658
0	4125
209	5657
0	12
0	0
1	1639
0	1610
0	1556
0	1585
0	64
6	80
2	66
0	28
6	69
57	508
0	85
0	36
0	36
0	21
0	36
0	47
0	36
0	39
0	36
5	29
1	23
5	0
1	0
0	0
1	164
0	155
0	160
0	159
27	141
0	153
9	169
0	37
0	127
0	69
0	51
0	50
0	27
1	25
0	17
0	17
0	9
3	10
0	6
1	10
0	0
0	0
0	0
0	0
0	0
1	9
0	1
0	1
1	14
0	0
0	1
0	0
0	0
0	0
0	93
0	140
7	77
1	79
0	32
0	30
0	30
0	37
0	37
0	31
0	22
0	36
0	21
0	26
0	35
0	27
0	32
0	9
0	1225
0	1184
0	1136
80	782
0	706
0	455
0	270
407	0
0	4
1	2
0	5
0	4
0	1
5	1
0	794
0	812
0	800
1	491
0	547
0	423
0	468
3	154
0	435
0	295
0	121
0	169
0	256
0	221
0	198
0	52
0	96
0	80
2	126
6	34
0	1
5	0
0	37
0	25
3	36
0	36
0	4
0	36
0	0
1	9
27	575
1	591
7	418
0	416
1	31
3	76
0	110
4	23
45	130
0	72
21	61
0	55
0	6
0	0
3	207
1	94
1	66
0	138
1	47
0	143
0	109
0	878
0	1220
0	1221
0	967
0	376
0	1121
0	1225
0	971
42	934
5	780
0	951
0	1219
0	988
0	910
0	1032
0	1116
0	498
0	318
6	326
0	847
0	328
0	399
0	296
0	207
0	230
0	387
0	91
3	148
0	389
0	275
0	288
0	334
0	304
0	303
0	52
2	36
0	218
0	238
0	229
2	192
0	191
0	190
0	121
0	100
0	115
0	113
0	25
0	26
1	0
0	0
9	0
4	107
149	123
1	43
13	0
0	447
13	454
0	105
0	122
2	88
2	36
0	35
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1021
1	987
23	987
0	1018
17	287
1	63
0	0
0	723
10	882
4	733
4	477
0	1260
0	822
0	999
0	969
0	486
1	575
0	234
1	218
1	185
0	195
0	324
20	63
0	145
9	27
1	60
0	315
0	318
0	338
0	338
0	323
0	336
0	303
0	300
0	313
0	28
0	308
0	321
0	322
0	169
3	856
0	521
24	737
13	173
13	349
1	205
0	4
52	124
0	15
0	15
0	15
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
18	320
1	14
5	3
2	1476
0	1085
42	1323
1	326
49	819
49	701
0	25
0	24
0	21
0	1659
11	1411
0	1629
0	1486
2	1532
2	101
0	368
1	417
1	2
0	2
1	1
150	1107
0	869
0	314
353	183
0	12
7	219
0	0
60	0
1	0
41	0
14	347
0	335
0	339
0	343
0	322
0	336
0	346
11	64
0	30
0	336
1	39
0	297
0	43
0	27
1	30
0	340
0	185
0	19
0	318
0	293
3	16
2	11
0	289
0	36
2	15
0	34
2	53
0	117
0	80
5	155
0	104
1	77
0	1
0	3
0	4
1	3
0	3
0	2
0	2
0	3
0	1
0	0
4	1721
0	1611
0	1485
0	1372
0	1276
0	1379
0	1376
0	1377
0	377
4	3
0	251
2	1909
0	1902
15	746
7	288
0	1
0	0
0	3
7	1595
0	1439
0	450
2	1228
0	1349
0	1265
0	1366
0	1405
0	1379
0	1295
17	190
0	263
0	176
0	65
0	429
0	148
0	180
0	263
1	274
2	196
0	60
0	38
2	36
67	1305
0	4
1	10
0	0
0	0
1	258
4	48
0	256
0	168
0	2329
0	2279
5	2171
0	1283
1	155
0	622
2	372
0	287
1	530
4	345
0	245
1	379
19	476
0	393
5	386
0	241
1	4
0	5369
0	6102
0	6308
0	5803
0	5909
0	6093
0	5818
0	5380
0	6057
0	5907
0	3025
0	5995
0	6025
0	5938
0	6016
0	5855
0	5834
0	5172
8	5476
0	4993
0	5328
2	5139
1	3742
0	3395
14	1333
1	2208
0	1494
0	958
0	98
0	428
2	0
0	7
0	7
0	5
0	7
2	6
1	2
1	2
4	3
0	2
0	12
0	9
0	1
2	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
3	19
0	0
0	0
1	39
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	30
0	0
0	0
0	0
0	0
0	0
0	0
0	171
0	43
0	11
0	12
0	12
0	12
0	148
1	27
0	137
0	33
0	43
0	38
0	43
0	38
0	42
0	45
0	40
0	32
0	27
0	34
0	22
0	121
0	26
1	98
2	89
0	24
1	20
1	0
0	0
0	204
2	294
0	286
0	301
0	244
41	336
0	245
0	321
0	325
2	337
3	307
0	229
0	279
0	1
0	0
0	0
0	28
551	50
0	0
0	18
0	22
0	5
1	5
0	32
1	28
2	32
0	3
4	13
0	3
15	25
0	27
7	15
0	8
0	9
0	0
12	1
0	1
1	1
0	997
0	346
0	1196
0	589
8	49
0	1008
1	502
116	769
4	356
3	290
0	298
0	267
0	256
0	92
0	42
0	28
0	28
0	19
1	0
0	13
0	13
0	13
0	16
0	11
0	9
0	6
0	0
0	0
0	356
0	337
0	257
3	98
3	33
0	22
1	29
0	50
0	88
1	28
0	12
0	16
1	0
0	30
0	30
0	93
0	23
64	95
2	47
57	121
1	19
0	495
0	615
7	614
0	616
0	562
5	1228
0	959
1	346
0	348
129	502
118	1315
0	1211
0	237
1	478
5	2
2	262
0	30
15	0
0	0
0	109
0	113
