"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|KC207814.1_cds_AFY97909.1_1",109.766024011208,-0.51028485471461,0.777558728827372,-0.656265354366435,0.511653405077075,1
"lcl|KC207814.1_cds_AFY97910.1_2",10.1927644663204,-0.630274838703144,5.71497279387717,-0.11028483624251,0.912183482828086,1
"lcl|KC207814.1_cds_AFY97911.1_3",208.794230820414,0.643217256295602,1.35117471120633,0.476042995003464,0.634043747461866,1
"lcl|KC207814.1_cds_AFY97912.1_4",2.17999855329791,0.635967394205685,2.93188478555429,0.216914183442393,0.82827522396657,1
"lcl|KC207814.1_cds_AFY97917.1_5",4310.10569459544,-0.418648299781466,1.53584769514874,-0.272584515446318,0.785172616224011,1
"lcl|KC207814.1_cds_AFY97916.1_6",1575.10109143707,-0.443781131224205,1.52793199484202,-0.290445604072902,0.771475359537752,1
"lcl|KC207814.1_cds_AFY97918.1_7",1792.77235556376,-0.409388221378959,1.08376913174991,-0.377744862245651,0.705620137460622,1
"lcl|KC207814.1_cds_AFY97920.1_8",174.277171088614,0.69183982774891,2.55475200137555,0.270805082989035,NA,NA
"lcl|KC207814.1_cds_AFY97919.1_9",73.3457062096894,0.686619174061374,2.19632474798061,0.312621881027694,NA,NA
"lcl|KC207814.1_cds_AFY97921.1_10",30.0902402416312,1.06822302222603,2.74060202252003,0.389776776579834,NA,NA
"lcl|KC207814.1_cds_AFY97922.1_11",148.860435817387,0.824699745174761,2.67743886653761,0.308018142069193,NA,NA
"lcl|KC207814.1_cds_AFY97923.1_12",247.237709071818,0.795360516394623,2.34214894836734,0.33958579660318,NA,NA
"lcl|KC207814.1_cds_AFY97924.1_13",134.848391692131,0.754595406852072,2.41193901160642,0.31285841110447,NA,NA
"lcl|KC207814.1_cds_AFY97925.1_14",389.853119164011,0.0750568564225324,1.02795562614805,0.0730156579849512,0.94179365749885,1
"lcl|KC207814.1_cds_AFY97926.1_15",135.81773503056,0.726645967649065,1.57025668946793,0.462756167525251,0.64353915303859,1
"lcl|KC207814.1_cds_AFY97927.1_16",651.161013851108,0.741666582274442,1.84507398153494,0.401971189067141,0.68770522979814,1
"lcl|KC207814.1_cds_AFY97928.1_17",51.1634554494358,0.31840074050487,1.44905648779567,0.219729695278635,0.826081676309554,1
"lcl|KC207814.1_cds_AFY97929.1_18",405.123209591643,0.635231286790898,2.00636694181523,0.316607731891846,0.751541268194228,1
"lcl|KC207814.1_cds_AFY97930.1_19",462.793260374964,0.569914805489019,1.90419991783983,0.299293577396822,0.76471605462566,1
